ID,post_content
50000,"<p>You don't know Jack Schitt!</p>
<p>When someone says ""You don't know Jack Schitt"", well, now you'll know the entire story.</p>
<p>Jack Schitt was the only son of Owe Schitt and Awe Schitt. Owe Schitt, the fertilizer magnate, married Awe Schitt, who later ran a country hotel.. The Kneedeep Inn.</p>
<p>Jack Schitt eventually married Noe Schitt and together they produced six children.</p>
<p>Sadly, their first child, Holy Schitt, passed away shortly after birth. Next came twin sons, Deep Schitt and Dip Schitt. Then they had twin daughters, Fulla Schitt and Givva Schitt. Their last child was a son, Bull.</p>
<p>As time went on, Deep Schitt married Dumb Schitt, a high school dropout. Deep Schitt's twin brother, Dip Schitt, married Lotta schitt, who gave birth to a son, Chicken Schitt. Fulla Schitt and Givva Schitt married the Happens brothers.</p>
<p>The Schitt-Happens children are Dawg Schitt, Byrd Schitt and Hawse Schitt.</p>
<p>Bull Schitt recently married a spicy Italian number, Pisa Schitt and together they await the birth of their first child, Baby Schitt.</p>
<p>So the next time someone says, ""You don't know Jack Schitt!"" you can say ""Not only do I know Jack Schitt, but the whole damn family as well!""</p>
"
50001,"<p>M.I.T.: ""I had a nervous breakdown this weekend.""""Have some fries.""Caltech: ""I had three nervous breakdowns this weekend.""""Have some fries.""Yale: ""I got mugged on the way to class today.""""Have some fries.""Brown: ""I got a nose ring this weekend, Professor Smith.""""Cool! Me too! Have some fries.""Swarthmore: ""I got a B.""""Anywhere else it would have been an A. Have some fries.""Princeton: ""My father took away my Porsche this weekend.""""Poor dear. Have some Escargot.""Harvard: ""Did you do anything this weekend?""""Nope. Have some fries.""Williams: ""Don't I know you?""""Of course you do, silly. Have some fries.""Cornell: ""I killed my lab partner this weekend.""""Bummer. Have some fries.""Columbia: ""I wish I could be eating these fries at a better school.""""Me too. Let's go get shot.""Penn: ""I wish I could be eating these fries at a better school.""""Me too. Let's transfer to Columbia.""Stanford: ""Dude, I have so much work this weekend.""""Like, chill out, dude. Have some, like, fries.""Dartmouth:  ""Oh man, I got so trashed this weekend.""""Have some beer.""Tufts: ""I wish I were Ivy League.""""Here, drink the fry grease.""</p>
"
50002,"<p>What do you call two guys with no arms or legs in the window?</p>
<p>- Kurt and Rod.</p>
"
50003,"<p>""Never eat more than you can lift!"" -- Miss Piggy</p>
"
50004,"<p>There were 101 nuns in a convent, Mother Superior and 100 Sisters. One sunday, all of the nuns were kept in after praying. Mother Superior stood before them and announced that there had been a MAN in the convent last night.</p>
<p>99 Nuns went ""Oh no!""""<br /> 1 Nun went """"Tee Hee Hee!""""</p>
<p>Mother Superior then went on say that a condom had been found in the corridor.</p>
<p>99 Nuns went """"Oh NO!!""""<br /> 1 Nun went """"Tee Hee Hee!!""""</p>
<p>Then</p>
"
50005,"<p>A priest settled into a chair in a lawyer's office. ""Is it true,"" said the<br /> Priest, ""that your firm does not charge members of the clergy?"" ""I'm afraid<br /> you're misinformed,"" stated the lawyer, ""People in your profession can look<br /> forward to a reward in the next world, but we lawyers have to take ours in this<br /> one.""</p>
"
50006,"<p>What is a Cat? 1. Cats do what they want.2. They rarely listen to you.3. They're totally unpredictable.4. They whine when they are not happy.5. When you want to play, they want to be alone.6. When you want to be alone, they want to play.7. They expect you to cater to their every whim.8. They're moody.9. They leave hair everywhere.10. They drive you nuts and cost an arm and a leg. Conclusion: They're tiny women in little fur coats. What is a Dog? 1. Dogs lie around all day, sprawled on the most comfortable piece of furniture in the house.2. They can hear a package of food opening half a block away, but don't hear you when you're in the same room.3. They can look dumb and loveable all at the same time.4. They growl when they are not happy.5. When you want to play, they want to play.6. When you want to be alone, they want to play.7. They are great at begging.8. They will love you forever if you rub their tummies.9. They leave their toys everywhere.10. They do disgusting things with their mouths and then try to give you a kiss. Conclusion: They're tiny men in little fur coats.</p>
"
50007,"<p>When your pet bird sees you reading the newspaper, does he wonder why<br /> you're just sitting there, staring at carpeting?</p>
"
50008,"<p>A guy is caught by a ranger eating a bald eagle and is consequently<br /> put in jail for the crime. On the day of his trail, the conversation<br /> went something like this:</p>
<p>Judge: ""Do you know that eating a bald eagle is a federal offense?""<br /> Man: ""Yes I did. But if you let me argue my case, I'll explain what<br /> happened."" </p>
<p>Judge: ""Proceed.""<br /> Man: ""I got lost in the woods. I hadn't had anything to eat for two weeks. I was so hungry. Next thing I see is a Bald Eagle swooping down at the lake for some fish.</p>
<p>I knew that if I followed the Eagle I could maybe steal the fish. Unfortunately, in the process of taking the fish I killed the Eagle. I figured that since I killed the Eagle I might as well eat it since it would be more disgraceful to let it rot on the ground.""</p>
<p>Judge: ""The court will take a recess while we analyze your testimony.""</p>
<p>15 minutes goes by and the judge returns.</p>
<p>Judge: ""Due to the extreme circumstance you were under and because you<br /> didn't intend to kill the Eagle, the court will dismiss the charges.<br /> But if you don't mind the court asking, what does a Bald Eagle taste<br /> like?""</p>
<p>Man: ""Well your honor, it is hard to explain. The best I can<br /> describe it is maybe a combination between a California Condor and a<br /> Spotted Owl.""</p>
"
50009,"<p>STATE-OF-THE-ARTAny computer you can't afford.OBSOLETEAny computer you own.MICROSECONDThe time it takes for your state-of-the-art computer to become obsolete.SYNTAX ERRORWalking into a computer store and saying... 'Hi, I want to buy a computer and money is no object.'HARD DRIVEThe sales technique employed by computer salesmen, especially after a Syntax Error.GUIWhat your computer becomes after spilling your coffee on it. (pronounced 'gooey')KEYBOARDThe standard way to generate computer errors.MOUSEAn advanced input device to make computer errors easier to generate.FLOPPYThe state of your wallet after purchasing a computer.PORTABLE COMPUTERA device invented to force businessmen to work at home, on vacation, and on business trips.DISK CRASHA typical computer response to any critical deadline.POWER USERAnyone who can format a disk from DOS.SYSTEM UPDATEA quick method of trashing ALL of your software.486The average IQ needed to understand a PC.</p>
"
