ID,post_content
6000,"<p>Q.  WHATS THE DIFFERENCE BETWEEN A WIFE AND A JOB?</p>
<p>A.  AFTER TEN YEARS A JOB STILL SUCKS!</p>
"
6001,"<p>Tragically, three friends die in a car crash, and they find themselves at the gates of heaven. Before entering, they are each asked a question by St. Peter.<br /> ""When you are in your casket and friends and family are mourning upon you, what would you like to hear them say about you?"", asks St. Peter. </p>
<p>The first guy says, ""I would like to hear them say that I was a great doctor of my time, and a great family man."" </p>
<p>The second guy says, ""I would like to hear that I was a wonderful husband and school teacher who made a huge difference in our children of tomorrow."" </p>
<p>The last guy replies, ""I would like to hear them say.... LOOK!!! HE'S MOVING!!!!""</p>
"
6002,"<p>You've tried to argue that poverty could be abolished if people were just allowed to keep more of their minimum wage.</p>
"
6003,"<p>I can only please one person per day. today is not your day. tomorrow is not<br /> looking good either.</p>
<p>i love deadlines. i especially like the whooshing sound they make as they go<br /> flying by.</p>
<p>tell me what you need, and i'll tell you how to get along without it.</p>
<p>accept that some days you are the pigeon and most days the statue.</p>
<p>needing someone is like needing a parachute. if he isn't there the first time,<br /> chances are you won't be needing him again.</p>
<p>i don't have an attitude problem, you have a perception problem.</p>
<p>last night i lay in bed looking up at the stars in the sky and i thought to<br /> myself, where the f*** is the ceiling?</p>
<p>my reality check bounced.</p>
<p>on the keyboard of life, always keep one finger on the escape key.</p>
<p>i don't suffer from stress. i am a carrier.</p>
<p>you are slower than a herd of turtles stampeding through peanut butter.</p>
<p>do not meddle in the affairs of dragons, because you are crunchy and taste<br /> good with ketchup.</p>
<p>everyone is someone else's weirdo.</p>
<p>never argue with an idiot. they drag you down to their level then beat you<br /> with experience.</p>
<p>a pat on the back is only a few centimeters from a kick in the butt.</p>
<p>don't be irreplaceable - if you can't be replaced, you won't be promoted.</p>
<p>after any salary raise, you will have less money at the end of the month than<br /> you did before.</p>
<p>the more crap you put up with, the more crap you are going to get.</p>
<p>you can go anywhere you want if you look serious and carry a clipboard.</p>
"
6004,"<p>Cowboy Joe was telling his fellow cowboys back on the ranch about his first visit to a big city church.</p>
<p>""When I got there, they had me park my old truck in the corral,"" Joe began.</p>
<p>""You mean the parking lot,"" interrupted Charlie, a more worldly fellow.</p>
<p>""I walked up the trail to the door,"" Joe continued.</p>
<p>""The sidewalk to the door,"" Charlie corrected him.</p>
<p>""Inside the door, I was met by this dude,"" Joe went on.</p>
<p>""That would be the usher,"" Charlie explained.</p>
<p>""Well, the usher led me down the chute,"" Joe said.</p>
<p>""You mean the aisle,"" Charlie said.</p>
<p>""Then, he led me to a stall and told me to sit there,"" Joe continued.</p>
<p>""Pew,"" Charlie retorted.</p>
<p>""Yeah,"" recalled Joe. ""That's what that pretty lady said when I sat down beside her.""  </p>
<p>Submitted by Calamjo<br /> Edited by Curtis</p>
"
6005,"<p>Did you hear it took three secret service agents to hold Hillary's hand down during the swearing-in ceremony?</p>
"
6006,"<p>Ed was a successful computer programmer and a happy family man.  His life was blessed with a loving wife, 2 kids, three cats and a dog. Ed loved taking Rusty the dog for his evening walk and was proud when his son, little Johnny, began asking to go along on Rusty's evening walks. Little Johnny was an observant and curious child and one evening asked  his father: 'Daddy, why does Rusty always sniff that phone pole when we  take him for his walk?'Well, Ed wasn't sure how he should answer his son.  How DOES one explain the way animals mark their territory to a 6-year-old?  Stalling for time Ed asked:  'What do you think he's doing Johnny?' Johnny frowned in concentration, then brightened and said:   'I know!  I Know!  He's checking his P-Mail!'</p>
"
6007,"<p>Col. Saunders was lying on his death bed and asked to have the Pope visit<br /> him.<br /> It was explained that the pope is a very busy man and that he did not make<br /> such visits.<br /> Col Saunders said if he could have the pope visit him he would give a large<br /> donation to the church.</p>
<p>The pope was on the next flight and went to visit Col Saunders in his<br /> hospital bed.</p>
<p>The Col. felt he would like to leave his legacy on this earth, so he asked<br /> the pope ""you know that part in the bible where it says 'give us this day our<br /> daily bread'"" Yes, said the pope,  ""do you think you could change that to<br /> 'give us this day our daily chicken'</p>
<p>Startled at this the pope said that this was not possible.  Col. Sanders then<br /> told the pope if he could make the change he would give the church<br /> $50,000,000.00 and 5,000,000 every year that it remained.  The Col. then<br /> expired.</p>
<p>The pope left the Col. and went back to the Vatican and called all of the<br /> Bishops and the Theologians and spoke to them all.     ""On my trip to the<br /> United States, I have some good news and some bad news, first the good news,<br /> I made us $50,000,000.00 with an additional $5,000,000.00 dollars coming in<br /> every year thereafter, the bad news is we lost the Wonder-Bread account."".</p>
"
6008,"<p>Which  cat can you not trust?</p>
<p>a Cheet-ah</p>
"
6009,"<p>there was a little kid and she wanted to take a shower with her mom and her mom said es when they were in the shower the little girl looked up and said ""mommy whats that?"""" and her mom said """" thats my garden"""" the next day the little girl wanted to take a shower with her dad and he said ok when they were in the shower the littlegirl looked up and asked """"daddy whats that?"""" and her dad said """"thats my snake"""" that night she got scared and slept with her mom and dad during the night she woke up and said """"MOMMY</p>
"
