ID,post_content
42000,"<p>You've ever wrestled your mama for the last can of beer.You surf the net primarily for tater gun building instructions.Your car is the only one in a parking lot and you can't find it.</p>
"
42001,"<p>My brothers are funny and  some times they<br /> are stoopit</p>
"
42002,"<p>How did the blonde break her arm raking leaves?</p>
<p>She fell out of the tree</p>
"
42003,"<p>A man enters a barber shop for a shave. While the barber is foaming him up, he mentions the problems he has getting a close shave around the cheeks.""I have just the thing,"" says the barber taking a small wooden ball from a nearby drawer.""Just place this between your cheek and gum.""The client places the ball in his mouth and the barber proceeds with the closest shave the man has ever experienced.After a few strokes the client asks in garbled speech.""And what if I swallow it?""""No problem,"" says the barber.""Just bring it back tomorrow like everyone else does.""</p>
"
42004,"<p>Llega la mujer y le dice a su esposo que esta leyendo el peri�dico:</p>
<p>""Mira mi amor, �no crees que con este vestido me veo 20 a�os m�s joven?""</p>
<p>Y el esposo la mira y le dice:</p>
<p>""�Y porque no te compras dos vestidos m�s!""</p>
"
42005,"<p>A guy is sitting outside a pub balling his eyes out when a cop<br /> comes up and asks what's wrong. ""My dog is trapped in side, he's<br /> sitting under a table surrounded by black men."" So, the cop<br /> said, ""just call him"".</p>
<p>The guy now crying even more said, ""I can't you call him."" The<br /> cop said, ""alright what's the dog's name?"" Now a wreck, the guy<br /> stuttered, ""n-n-nig---"".</p>
"
42006,"<p>How do you tell the difference between the psychiatrists and the patients at the mental hospital?</p>
<p>The patients are the ones that eventually get better and go home!</p>
"
42007,"<p>A Father came home to see his Sons report card on the table, it read as follows, ""Your child is depriving a village somewhere of an idiot.""</p>
"
42008,"<p>Un profesor de primer a�o de Medicina est� dando a sus alumnos la primera lecci�n sobre autopsias en la morgue y les dice:</p>
<p>""Para hacer una autopsia, hay dos elementos b�sicos: el primero, no tener ninguna repugnancia.""</p>
<p>En ese momento, el profesor introduce un dedo en el ano del muerto y luego lo chupa. A continuaci�n pide a los estudiantes que hagan lo mismo y luego de un rato de silencio temeroso, �stos comienzan a obedecer. Cuando ya todos los alumnos han terminado de chuparse con asco el dedo, el profesor prosigue:</p>
<p>""El segundo elemento fundamental, es un sentido muy agudo de observaci�n: yo met� mi dedo anular, pero me chup� el �ndice.""</p>
"
42009,"<p>* If Fed Ex and UPS were to merge, would they call it Fed UP?</p>
<p>* Do Lipton Tea employees take coffee breaks?</p>
<p>* If olive oil comes from olives, where does baby oil come from?</p>
<p>* If people from Poland are called Poles, why aren't people from Holland called Holes?</p>
<p>* Do infants enjoy infancy as much as adults enjoy adultery? OOpps...</p>
<p>* Why is the man who invests all your money called a broker?</p>
<p>* If horrific means to make horrible, does terrific mean to make terrible?</p>
<p>* Why is it called building when it is already built?</p>
<p>* If a book about failures doesn't sell, is it a success?</p>
<p>* If you're not supposed to drink and drive, then why do bars have parking lots?</p>
<p>* If you take an Oriental person and spin him around several times, does he become disoriented?</p>
<p>* If vegetarians eat vegetables, what do humanitarians eat?</p>
<p>* If working hours are meant for working, then why are you reading this??? </p>
<p>Submitted by sai1ram<br /> Edited by Calamjo</p>
"
42010,"<p>Why do we sing ""Take me out to the  ball game, when we are already there?</p>
"
