ID,post_content
24000,"<p>A little girl takes the elevator on her way to school. The girl hasn't<br /> finished her homework, as she is stuck with one of the questions. Next to<br /> her in the elevator there is a housewife, an accoutant, and a lawyer.</p>
<p>""Excuse me"", she says, speaking to no one in particular. ""Could anyone<br /> please tell me how much is 3 times 4?""</p>
<p>""Why, twelve of course, little girl"", answers the housewife, somewhat<br /> detachedly. She steps out at the next elevator stop muttering something<br /> about laundry and cooking.</p>
<p>The girl seems no to be happy with the answer, so she looks at the<br /> accoutant expectantly. He sighs, and tries to do some mental calculations.<br /> ""I'm not sure"", he finally offers, ""might be 11.99 or 12.50. I need to run<br /> these numbers on my spreadsheet to make sure.""</p>
<p>Of course she is not happy with this answer either, so she turns to look<br /> at the lawyer. The lawyer smiles confidently at her, discretly signaling<br /> her to wait. When the accoutant finally steps out of the elevator, the<br /> lawyer kneels down to her and whispers, ""how much do you want it to be?""</p>
"
24001,"<p>there are three men from china and they dont speek any english and they go into a shopping senter. The first man went in to a bird whatching place and he learnt how to say "" I see I see I see"" then the second man went into a resterant and lernt how to say knife and fork then the third man went into a lolly shop and learnt how to say goody goody gum drops. on the way out of the shopping senter there had been a murder and the police man said did any one see what happend and the man from the bird whatching place said I see then the police man said did you see what with and the man from the resterant said knife and fork then the police man said thats it you to are to suspishis you are going to jail then the man who came from the lolly shop said goddy goody gum drops</p>
"
24002,"<p>Can you imagine working for this organization? It has less than 1000 employees<br /> with the following statistics:<br /> *29 have been accused of spousal abuse<br /> *7 have been arrested for fraud<br /> *19 have been accused of writing bad checks<br /> *117 have bankrupted at least two businesses<br /> *3 have been arrested for assault<br /> *71 cannot get a credit card due to bad credit<br /> *14 have been arrested on drug related charges<br /> *8 have been arrested for shoplifting<br /> *21 are current defendants in lawsuits<br /> *In 1998 alone, 84 were stopped for drunk driving<br /> Can you guess which organization this is? Give up?<br /> It's the 535 members of The United States Congress; the same group that cranks<br /> the laws designed to keep the rest of us in line. Are the inmates running the<br /> asylum?</p>
"
24003,"<p>Sex is nobody's business except the three people involved.</p>
"
24004,"<p>The Lone Ranger and Tonto walked into a bar and sat down to drink a beer.</p>
<p>After a few minutes, a big tall cowboy walked in and said ""Who owns the big white horse outside?""</p>
<p>The Lone Ranger stood up, hitched his gun belt, and said, ""I do...<br /> Why?""</p>
<p>The cowboy looked at the Lone Ranger and said, ""I just thought you'd like to know that your horse is about dead outside!""</p>
<p>The Lone Ranger and Tonto rushed outside and sure enough Silver was ready to die from heat exhaustion. The Lone Ranger got the horse water and soon Silver was starting to feel a little better.</p>
<p>The Lone Ranger turned to Tonto and said, ""Tonto, I want you to run around Silver and see if you can create enough of a breeze to make him start to feel better.""</p>
<p>Tonto said, ""Sure, Kemosabe"" and took off running circles around Silver.</p>
<p>Not able to do anything else but wait, the Lone Ranger returned to the bar to finish his drink. A few minutes later, another cowboy struts into the bar and asks, ""Who owns that big white horse outside?""</p>
<p>The Lone Ranger stands again, and claims, ""I do, what's wrong with him this time?""</p>
<p>The cowboy looks him in the eye and says,....<br /> Nothin', but did you know you left your injun running?</p>
"
24005,"<p>A man was getting a haircut prior to a trip to Rome.  He mentioned the trip to the barber who responded, ""Rome?  Why would anyone want to go there?It's crowded &amp; dirty and full of Italians.  You're crazy to go to Rome.So, how are you getting there?""""We're taking TWA,"" was the reply.  ""We got a great rate!""""TWA?"" exclaimed the barber.  ""That's a terrible airline. Their planes are old, their flight attendants are ugly, and they're always late.So, where are you staying in Rome?""""We'll be at the downtown International Marriott.""""That dump!  That's the worst hotel in the city. The rooms are small, the service is surly and they're overpriced. So, whatcha doing when you get there?""""We're going to go to see the Vatican and we hope to see the Pope.""""That's rich,"" laughed the barber.  ""You and a million other people trying to see him. He'll look the size of an ant.  Boy, good luck on this lousy trip of yours.  You're going to need it.""A month later, the man again came in for his regular haircut. The barber asked him about his trip to Rome.""It was wonderful,""  explained the man, ""not only were we on time in one of TWA's brand new planes, but it was overbooked and they bumped us up to first class.  The food and wine were wonderful, and I had a beautiful 28 year old stewardess who waited on me hand and foot.And the hotel-it was great!  They'd just finished a $25 million  remodeling job and now it's the finest hotel in the city. They, too, were overbooked, so they apologized and gave us the presidential suite at no extra charge!""""Well,"" muttered the barber, ""I know you didn't get to see the pope.""""Actually, we were quite lucky, for as we toured the Vatican, a Swiss Guard tapped me on the shoulder and explained that the pope likes to personally meet some of the visitors, and if I'd be so kind as to step into his private room and wait the pope would personally greet me. Sure enough, five minutes later the pope walked through the door and shook my hand! I knelt down as he spoke a few words to me.""""Really?"" asked the Barber.  ""What'd he say?""He said, ""Where'd you get the lousy haircut?</p>
"
24006,"<p>What's the deal with ejection seats on helicopters?</p>
"
24007,"<p>A little girl the age of three years old walks into the bath room and see her daddy naked in the bath, she looks at her dads penis and says ""Daddy whats that"" her dad was quite imbarrased by this and said "" oh its my dolly"" the little girl said oh so can i play with ur dolly"" and her daddy said ""yes of course"".</p>
<p>The next day she went down stairs and said ""daddy can i play with ur dolly again"" her daddy replied "" Yes ok dolly would like that but we will have to play in ur bedroom today"".</p>
<p>Next morning her mum went into the little girls bedroom and said ""oh my whats all this blood in ur bed"" the little girl replied "" Daddys dolly spat at me so I bit its head off""</p>
"
24008,"<p>The President and Mrs. Clinton are in the front row at a Yankee's game. The row behind them is filed with Secret Service agents. One of them leans over and wispers something into the Presidents's ear.</p>
<p>Mr. Clinton pauses then grabs Hilary by the scuff of the neck and heaves her over the railing! She falls 10 feet to the dugout, kicking and screaming obcenities.</p>
<p>The President shakes hands with those near him, getting ""high fives"".<br /> The Secret Service Agent leans over again and whispers, "" Mr. President, I said, -<br /> ""They want you to throw out the ""FIRST PITCH!""</p>
"
24009,"<p>Yo breath so hot instead of blowing out the candles you melted them</p>
"
