ID,post_content
40000,"<p>Q What's 90 years old, completely decrepid and smells of Ginger? </p>
<p>A Fred Astaire</p>
"
40001,"<p>Why are men endowed with a half an ounce more brains than dogs?</p>
<p>So they know not to embarrass themselves by humping women's knees at parties.</p>
<p>Submitted by Glaci<br /> Edited by Tantilazing</p>
"
40002,"<p>** What's the difference between God and a lawyer? God doesn't think he's a lawyer.** Did you hear about the terrorists who took a whole courtroom full of lawyers hostages? They threatened to release one every hour until their demands were met.</p>
"
40003,"<p>Bill Gates is hanging out with the chairman of General Motors. 'If automotive technology had kept pace with computer technology over the past few decades,' boasts Gates, 'you would now be driving a V-32 instead of a V-8, and it would have a top speed of 10,000 miles per hour,' says Gates. </p>
<p>'Or, you could have an economy car that weighs 30 pounds and gets a thousand miles to a gallon of gas. In either case, the sticker price of a new car would be less than $50,' he continues. </p>
<p>In response to all this goading, the GM chairman replies, 'Yes, but would you really want to drive a car that crashes four times a day?'</p>
"
40004,"<p>Q. How do you Scare a Man?<br /> A. Sneak up behind him and start throwing rice.</p>
<p>Q. What makes men chase women they have no intention of marrying?<br /> A. The same urge that makes dogs chase cars that they have no intention of driving.</p>
<p>Q. What do you do with a man who thinks he's God's gift to women?<br /> A. Exchange him.</p>
<p>Q. What's a man's idea of a perfect date?<br /> A. A woman who answers the door stark naked holding a six pack.</p>
<p>Q. Why do black widow spiders kill their males after mating?<br /> A. To stop the snoring before it starts.</p>
<p>Q. What's the difference between a new husband and a new dog?<br /> A. After a year, the dog is still excited to see you.</p>
<p>Q. How do you get a man to exercise?<br /> A. Tie the TV remote control to his shoelaces.</p>
<p>Q. How many men does it take to change a roll of toilet paper?<br /> A. We don't know. It's never happened.</p>
<p>Q. Why did Moses wander in the desert for 40 years?<br /> A. Because, even back then men wouldn't stop to ask for directions.</p>
<p>Q. What is a man's idea of safe sex?<br /> A. A padded headboard.</p>
<p>Q. Men are like vacations....<br /> A. they never seem to be long enough.</p>
<p>Q. Men are like computers....<br /> A. hard to figure out and never have enough memory.</p>
<p>Q. Men are like coolers....<br /> A. load them with beer and you can take them anywhere.</p>
<p>Q. Men are like horoscopes....<br /> A. they always tell you what to do and are usually wrong.</p>
<p>Q. Men are like plungers....<br /> A. they spend most of their lives in a hardware store or the bathroom.</p>
<p>Q. Men are like laxatives....<br /> A. they irritate the shit out of you.</p>
<p>Q. Men are like parking spots....<br /> A. the good ones are already taken and what's left is handicapped.</p>
<p>Q. How does a man show he's planning for the future?<br /> A. He buys two cases of beer instead of one.</p>
<p>Q. Why are men like lawnmowers?<br /> A. They're hard to get started, emit foul odors and don't work half the time.</p>
<p>Q. Why are men like tile floors?<br /> A. If you lay them right the first time you can walk all over them for 20 years. </p>
<p>Q. Why is it hard for women to find men who are sensitive, caring and good looking?<br /> A. Because those men already have boyfriends.</p>
<p>Q. How many perverts does it take to put in a light bulb?<br /> A. Just one, but it takes the entire emergency room to get it out!</p>
<p>Q. What did the Indian say when the white man tied his penis in a knot?<br /> A. ""How come?""</p>
<p>Q. What's the definition of a teenager?<br /> A. God's punishment for enjoying sex.</p>
<p>Q. Hear the slogan for the Stealth Condom?<br /> A. They'll never see you coming.</p>
<p>Q. What do you call kinky sex with chocolate?<br /> A. S&amp;M&amp;M.</p>
<p>Q. What does Kodak film have in common with condoms?<br /> A. Both capture the moment.</p>
<p>Q. Define Transvestite:<br /> A. A guy who likes to eat, drink and be Mary!</p>
<p>Q. Why is being in the military like a blowjob?<br /> A. The closer you get to discharge, the better you feel.</p>
<p>Q. What do you call twelve naked men sitting on each others shoulders?<br /> A. A scrotum pole!</p>
<p>Q. What's the ultimate in rejection?<br /> A. When you're masturbating and your hand falls asleep.</p>
<p>Q. Why don't debutantes go to orgies?<br /> A. There'd be too many thank you notes to write.</p>
<p>Q. What is every Amish woman's private fantasy?<br /> A. Two Mennonite!</p>
<p>Q. Why is sex like a game of bridge?<br /> A. If you have a good hand, you don't need a partner.</p>
<p>Q. Can you say three two letter words that denote small?<br /> A. Is it in?</p>
<p>Q. What has a whole bunch of little balls and screws old ladies?<br /> A. A bingo machine.</p>
<p>Q. What's the difference between a tire and 365 used rubbers?<br /> A. One is a Goodyear and the other is a great year.</p>
<p>Q. How many men does it take to screw in a light bulb?<br /> A. One ... Men will screw anything.</p>
"
40005,"<p>Salman Rushdie plans to release another book soon.<br /> It's tentatively titled, ""Buddah, You Fat Slob"".</p>
"
40006,"<p>Q: Why are married women heavier than single women?<br /> A: Single women come home, see whets in the fridge, and go to bed. Married<br /> women come home, see whets in bed, and go to the fridge.</p>
"
40007,"<p>Q: What kind of bird can write?A: A PENguin.</p>
"
40008,"<p>A lonely frog telephoned the Psychic Hotline and asked what  his future holds. His Personal Psychic Advisor tells him: ""You are going to  meet a beautiful young girl who will want to know everything  about you."" The frog is thrilled, ""Will I meet her at a party?"" ""No,"" says the psychic, ""I see... a biology class.""</p>
"
40009,"<p>What is 'mother-in-law' an anagram of?</p>
<p>Woman Hitler. </p>
<p>Submitted by Calamjo<br /> Edited by Curtis</p>
"
40010,"<p>Man walks into a bar.Ouch!</p>
"
40011,"<p>1. You'd rather have a pencil driven through your retina than be exposed to sunlight. 2. Trying to gain control of the situation, you continue to tell your room to ""stay still."" 3. Looking at yourself in the mirror induces the same reaction as chugging a glass of fresh paint.4. You're convinced that chirping birds are Satan's pets. 5. You set aside an entire morning to spend some quality time with your toilet. 6. You replaced the traditional praying on your knees with the more feasible praying in a fetal position. 7. The bathroom reminds you of a carnival barker shouting, ""Step right up and give it whirl!""8. All day long your motto is, ""Never again."" 9. You could purchase a new bike just by recycling the bottles around your bed. 10. Your natural response to ""Good morning,"" is ""Shut up!""</p>
"
40012,"<p>It was a miserable hot day in Dallas and these two black whores were walking down the street when one (Mary Jane) says to the other (Eloise), ""Eloise, honey, it is so hot out here today, why don't we take off our panties so's we be cool"" Eloise says, ""Oh, I don't know Mary Jane, I be too embarrassed"".</p>
<p>So they walk on a bit farther and pretty soon Mary Jane says, ""Eloise, honey, I just can't stand this heat. We jess got's to take off our panties so's we be cool""? And Eloise says, ""Mary Jane , I juss can't, I'd be too embarrassed"". So, they continue for a few more blocks, when suddenly Mary Jane stops and points to the porch of a house where an enormous black woman is sitting with her skirt hiked up to her navel, no panties on and eating a watermelon. She says, ""Eloise, honey, look up there on the poc'h of dat house. Jess look at dat. I'll bet she be cool.""</p>
<p>And Mary Jane says, ""Less go axe her."" So they shuffle up on to the porch of the house and Eloise says, ""Big Fat Mama, you sittin up here on the poc'h of dis house, what with yo skirt hiked up to you navel, no panties on and eating dat watermelon..... tell us... is you cool""?</p>
<p>And the woman says, ""Honey child... I don't no nuffin a bouts being cool, but it sho do keeps the flies off my watermelon""!</p>
"
40013,"<p>An Englishman and a Frenchman are discussing the Channel Tunnel.</p>
<p>The Frenchman is saying how wonderful it is that this co-operative<br /> venture is taking place, and that he never expected the English to go<br /> to such trouble to be united to the mainland of Europe.</p>
<p>""Oh that's nothing,"" says the Englishman, ""You should have seen the<br /> trouble we had digging the Channel in the first place!""</p>
"
40014,"<p>If I could have Thanksgiving dinner with anyone dead or or alive I would choose:</p>
<p>alive</p>
"
40015,"<p>Monica walks into her dry cleaning store and tells the guy, ""I've got another dress for you to clean.""Slightly hard of hearing, the clerk replies, ""Come again?""""No,"" says Monica. ""Mustard.""</p>
"
40016,"<p>A young Blonde was telling her friend at a cocktail party that she was off men for life. </p>
<p>""They lie, cheat, and they are no good. From now on, when I want sex I'll use my vibrator."" </p>
<p>""But what if the batteries run out? What will you do?"" asked the friend. </p>
<p>""Same as I do with my boyfriend, I'll fake the orgasm.""</p>
"
