ID,post_content
51000,"<p>USEFUL PHRASES AT WORK:</p>
<p>I like you. You remind me of when I was young and stupid. </p>
<p>I'm not being rude. You're just insignificant. </p>
<p>I'm already visualizing the duct tape over your mouth. </p>
<p>It might look like I'm doing nothing, but at the cellular level I'm really<br /> quite busy. </p>
<p>Thank you. We're all refreshed and challenged by your unique point of view. </p>
<p>The fact that no one understands you doesn't mean you're an artist </p>
<p>Any connection between your reality and mine is purely coincidental </p>
<p>I have plenty of talent and vision. I just don't care. </p>
<p>I will always cherish the initial misconceptions I had about you. </p>
<p>It's a thankless job, but I've got a lot of Karma to burn off. </p>
<p>Yes, I am an agent of Satan, but my duties are largely ceremonial. </p>
<p>No, my powers can only be used for good. </p>
<p>How about never? Is never good for you? </p>
<p>I'm really easy to get along with once you people learn to worship me </p>
<p>You sound reasonable...Time to up my medication </p>
<p>I'll try being nicer if you'll try being smarter. </p>
<p>I don't work here. I'm a consultant. </p>
<p>Who me? I just wander from room to room. </p>
<p>My toys! My toys! I can't do this job without my toys! </p>
<p>At least I have a positive attitude about my destructive habits. </p>
<p>You are validating my inherent mistrust of strangers. </p>
<p>I see you've set aside this special time to humiliate yourself in public. </p>
<p>Someday, we'll look back on this, laugh nervously and change the subject.</p>
"
51001,"<p>Make out your Chopin Liszt early before Debussy season, when you have time to check out Verdi good bargains are, can still get gifts Faure good price, not have to Handel large crowds and have time to give Bach things you decide you don't want.</p>
"
51002,"<p>A girl is complaining about the size of her breasts to her girl friend. She said, ""I know I many be shallow, but they're so small. I just can't stand them!""</p>
<p>Her girl friend replied, ""Look, don't get an operation or anything like that. I had the same problem and I went to Dr. Michaels and he helped me a lot. Make an appointment.""</p>
<p>""You do look good. OK, I'll do it.""</p>
<p>She makes the appointment and after the examination Dr. Michaels said, ""Look all you need is an exercise program and the improvement will be amazing. </p>
<p>Here's what you do. Stick your chest out and bring it back in. Do that for ten minutes every day. </p>
<p>To help you with the rhythm, do it in time with this poem, Mary had a little lamb, his fleece was white as snow. If I do this everyday, my breasts are sure to grow.</p>
<p>She did her exercise faithfully everyday, until one day when she forgot. She was on the bus going to work when she remembered that she hadn't done them that morning. </p>
<p>She looked around, and very gently stuck her chest out and back and quietly said, Mary had a little lamb his fleece was white as snow. if I do this everyday, my breasts are sure to grow.</p>
<p>She was startled when a fellow came up and said, ""Hey, you go to Dr. Michaels, don't you?""</p>
<p>""Why yes,"" she said, ""but how did you know that?""</p>
<p>He stood up and began gyrating his hips while reciting, Hickory dickory dock.......</p>
"
51003,"<p>There was a guy walking down the street with a parrot on his sholder and a black guy said where did you get that parrot and the white guy said,over there but I forgot.</p>
"
51004,"<p>Your mama's so fat, she uses a matress for a maxi-pad.</p>
"
51005,"<p>Why are there no phone books in China?</p>
<p>Because there are so many Wing's and Wong's, they are afraid you will Wing the Wong number.</p>
"
51006,"<p>what do you call a one legged woman?<br /> eileen</p>
"
51007,"<p>Q: What do you call a blonde with 2 brain cells?A: Pregnant.</p>
"
51008,"<p>After a nasty divorce, this man decides to go on a vacation to<br /> Egypt. While there, he finds a magic lamp and rubs it. A genie<br /> comes about and says, ""I'll give you three wishes, but your<br /> ex-wife will get the same thing that you wish for.""</p>
<p>The man thinks, and says, ""I wish for five million dollars."" The<br /> genie says ""You know your ex-wife will get the same thing,<br /> right?"" The man nods his head, and gets his money.</p>
<p>For his second wish, he wishes for a new computer. Instantly, he<br /> and his ex-wife have a new computer.</p>
<p>The genie asks, ""What is your final wish?"" The man answers, ""I<br /> wish I had a 10-inch dick.""</p>
"
51009,"<p>Man goes to the bar and says ""bartender, give me 7 shots of Vodka.""<br /> The bartender says ""Ok, but pal you are gonna hurt yourself with that."" The man says ""Just pour them."" </p>
<p>The man takes the first shot and the bartender says ""Hey, you want to talk about it""? The man says ""No!"" and drinks the next 2 shots. </p>
<p>The bartender says ""Come on and tell me about it I've got a good ear, that's why a lot of people come here for, to tell their troubles."" </p>
<p>The man by then has finished the 7 shots and says ""Ok, today was my first blowjob."" The bartender says ""Hey great, have another on the house."" </p>
<p>The man says ""No, if 7 doesn't get the taste out, nothing will!""</p>
"
51010,"<p>Over drinks one afternoon a buddy of mine and I were discussing former ""loves"". </p>
<p>I told him that I once broke-up with a girl long ago because she had a seemingly incurable speech impediment.</p>
<p>George said, ""Jimmy, I'm shocked. I never know you to be one to be prejudiced against handicaps. What was the girl's problem?"" </p>
<p>Taking a sip, I paused and reflected. ""She couldn't say 'yes'."" </p>
<p>Submitted by Curtis<br /> Edited by BreeBrown</p>
"
51011,"<p>Monica was going through her jeans and guess what she found? </p>
<p>A wad of Bills.</p>
"
51012,"<p>If your brains were a fart, there wouldn't be enough to stink!</p>
"
51013,"<p>Q:  How many body builders/weightlifters does it take to change a lightbulb ?A:  Four.  One to change the lightbulb.  One to spot.  The other two to stand and yell support (Come on!  You can do it! etc...) But they only get three attempts.</p>
"
51014,"<p>Your moms so old I told her to act her age and she died.</p>
"
51015,"<p>your mamma is so fat when she goes swimming in the ocean she gets harpooned.</p>
"
51016,"<p>Pedro llega a la Ciudad de M�xico, procedente de los Estados Unidos y se encuentra con Carlos, su compadre, y le comenta que en Estados Unidos se integr� al ej�rcito. Carlos le pregunta ""�c�mo es all� el ejercito?""</p>
<p>El compadre le contesta: ""En el ej�rcito de los Estados Unidos no te dejan m�s que dos opciones, o te mandan al frente o la retaguardia, si te mandan a la retaguardia no hay bronca pero si te mandan al frente no te dejan m�s que dos opciones, o te matan o te dejan vivo, si te dejan vivo no hay bronca pero si te matan no te dejan m�s que dos opciones,<br /> o te queman o te entierran, si te entierran no hay bronca pero si te incineran no te dejan m�s que dos opciones, o te convierten en papel higienico o en papel peri�dico, si te convierten en papel periodico no hay bronca pero si te convierten en papel higienico no te dejan m�s que dos  opciones, o te mandan al frente o a la retaguardia...""</p>
"
51017,"<p>The two major presidential candidates today agreed that Americans are seeing too much inappropriate material in popular entertainment. </p>
<p>However, they disagree on the details.</p>
<p>The Republican candidate, George W. Bush, stated that there is too much bloody violence in the movies and on television. </p>
<p>Vice-president Al Gore, his Democrat opponent, stated meanwhile that the media present Americans with too much sex and frontal nudity.</p>
<p>In other words, Bush says there is too much gore and Gore says there is too much bush.</p>
<p>Submitted by calamjo<br /> Edited by Scillyme</p>
"
51018,"<p>What's Irish and sits outside in the summertime?</p>
<p>- Paddy O'Furniture!</p>
"
51019,"<p>On a very cold, snowy Sunday in February, only the pastor and one<br /> farmer arrived at the village church. The pastor said, ""Well, I guess we<br /> won't have a service today."" The farmer replied: ""Heck, if even only one<br /> cow shows up at feeding  time, I feed it.""</p>
"
