ID,post_content
9000,"<p>two crazy people were walking through a park.  What path did<br /> they take?</p>
<p>the phsychopath</p>
"
9001,"<p>DANGER: new viruses discovered!: </p>
<p>Congressional Virus v 2.0 : Runs every program on the hard drive simultaneously, but doesn't allow the user to accomplish anything. </p>
<p>Tipper Gore Virus : When you attempt to play any sound file, it pops up a warning window stating that some lyrics may be unsuitable for children. </p>
<p>Government Ecomomist Virus : Nothing works, but all your diagnostic software says everything is fine. </p>
<p>New World Order Virus : Probably harmless, but it makes a lot of people really mad just thinking about it. </p>
<p>Warren Commission Virus : Won't allow you to open your files for 75 years. </p>
<p>David Duke Virus : Makes your screen go completely white. </p>
<p>Pat Buchanan Virus : Shifts all your output to the extreme right of your screen. </p>
<p>Texas Virus : Makes sure it's bigger than any other file. </p>
<p>Adam And Eve Virus : Takes a couple of bytes out of your Apple. </p>
<p>Warren Beatty Virus : Constantly tries to prove it's virility by attaching itself to younger or newer files. </p>
<p>Airline Virus : You're in Dallas, but your data is in Singapore. </p>
<p>Freudian Virus : Your computer becomes obsessed with marrying its own motherboard. </p>
<p>PBS Virus : Your PC stops what it's doing every few minutes to ask for money. </p>
<p>Jimmy Hoffa Virus : Nobody can find it. </p>
<p>Kevorkian Virus : Helps your computer shut down whenever it wants to. </p>
<p>Healthcare Virus : Tests your system for a day, finds nothing wrong, and sends a you a bill for $4,500. </p>
<p>LAPD Virus : It claims it feels threatened by the other files on your PC and erases them in ""self-defence"". </p>
<p>Billy Graham Virus : When you save a file, it prints, ""I am saved!"" to the screen. </p>
<p>Michael Jackson Virus : Hard to identify because it is constantly altering its appearance. This Virus won't harm your PC, but it will trash your car. </p>
<p>And finally... </p>
<p>JokeGalore.com Virus : poses as a harmless list of funny computer Virus names! Is quickly passed from one user to all other users known via e-mail, consequently consuming all known network resources.</p>
"
9002,"<p>A retiree was given a set of golf clubs by his co-workers. Thinking he'd try<br /> the game, he asked the local pro for lessons, explaining that he knew nothing<br /> whatever of the game. The pro showed him the stance and swing, then said, ""Just<br /> hit the ball toward the flag on the first green."" </p>
<p>The novice teed up and smacked the ball straight down the fairway and onto the<br /> green, where it stopped inches from the hole. </p>
<p>""Now what?"" the fellow asked the speechless pro. </p>
<p>After he was able to speak again the pro finally said, ""Uh . . . you're<br /> supposed to hit the ball into the cup."" </p>
<p>""Oh great! NOW you tell me,"" said the beginner in a disgusted tone.</p>
"
9003,"<p>Friends may come and go, but enemies accumulate.</p>
"
9004,"<p>Q. Why did god create Adam before he created eve?<br /> A. Because he didn't want anyone telling him how to make Adam.</p>
"
9005,"<p>Remember when...</p>
<p>A computer was something on TV<br />  from a science fiction show<br /> A window was something you hated to clean...<br /> And RAM was the cousin of a goat...</p>
<p>MEG was the name of my girlfriend<br /> And GIG was your middle finger upright<br /> Now they all mean different things<br /> And that really MEGA bytes</p>
<p>An application was for employment<br /> A program was a TV show<br /> A cursor used profanity<br /> A keyboard was a piano</p>
<p>Memory was something that you lost with age<br /> A CD was a bank account<br /> And if you unzipped anything in public<br /> You'd be in jail for a while</p>
<p>Log on was adding wood to the fire<br /> Hard drive was a long trip on the road<br /> A mouse pad was where a mouse lived<br /> And a backup happened to your commode</p>
<p>Cut you did with a pocket knife<br /> Paste you did with glue<br /> A web was a spider's home<br /> And a virus was the flu</p>
<p>I guess I'll stick to my pad and paper<br /> And the memory in my head<br /> I hear nobody's been killed in a computer crash<br /> But when it happens they wish they were dead</p>
"
9006,"<p>There is this guy who manages a company that runs the little<br /> paddle boats on the lake. His job is to stand on the edge of the<br /> water and time the paddle boats so that when there 15 mins is<br /> up, he calls them back into shore.</p>
<p>He is standing there talking to his mate not fully paying<br /> attention, when all of a sudden he realises that one of the<br /> boats has been out there for 15 minutes and 22 seconds, so he<br /> hurriedly gets on his megaphone and bellows out, ""NUMBER 99 YOUR<br /> TIME IS UP, NUMBER 99 BRING YOUR BOAT IN, NUMBER 99 YOUR TIME IS<br /> UP"".</p>
<p>His mate then turns to him and says, ""Haven't you only got 72<br /> paddle boats"".</p>
<p>He hurriedly gets back on the megaphone again,<br />       ""NUMBER 66, ARE YOU IN TROUBLE?!?!?!?!?!?!?""</p>
"
9007,"<p>Q. What does an aborigine call a sheet of corrugated iron?<br /> A. A doona!</p>
"
9008,"<p>Yo mama so stupid she bought a solar-powered flashlight!</p>
"
9009,"<p>Typical macho man married typical good-looking lady and after the wedding, laid down the following rules: ""I'll be home when I want, if I want and at what time I want - and I don't expect any hassle from you. I expect a great dinner to be on the table unless I tell you otherwise. I'll go hunting, fishing, boozin, and card-playing when I want with my old buddies and don't you give me a hard time about it. Those are my rules. Any comments?"" </p>
<p>His new bride said, ""No, that's fine with me. Just understand that there'll be sex here at seven o'clock every night - whether you're here or not.""</p>
"
