ID,post_content
5000,"<p>It was a bright and cold winter morning, Mom and sister were at the mall so Dad decided it was a good time for a father and son chat about ""the birds and the bees"" with his 10 year old boy.""I don't want to know!"" the child cried, bursting into tears and runing away to his room.The confused father followed, and as his son lay face down on his bed sobbing, dad asked what was wrong.""Oh, Dad,"" the boy cried, ""At age six, I got the 'there's no Santa' speech.""At age seven, I got the 'there's no Easter Bunny' speech.""Then, at age 8, you hit me with the 'there's no tooth fairy' speech!""If you're going to tell me now that grown-ups don't really have sex, I've got NOTHING left to live for!""</p>
"
5001,"<p>A distraught patient phoned her doctor's office. ""Is it true"", the woman<br /> wanted to know, ""that the medication you prescribed has to be taken for the rest<br /> of my life?"" </p>
<p>""Yes, I'm afraid so."" The doctor told her. </p>
<p>There was a moment of silence before the woman continued, ""I'm wondering,<br /> then, just how serious my condition is. This prescription is marked 'NO<br /> REFILLS.'""</p>
"
5002,"<p>A man was walking along the beach at Malibu when he found a<br /> bottle. He looked around and didn't see anyone so he opened it.</p>
<p>A genie appeared and thanked the man for letting him out. The<br /> genie said, ""For your kindness I will grant you one wish, but<br /> only one..""</p>
<p>The man thought for a minute and said, ""I have always wanted to<br /> go to Hawaii but have never been able to because I'm afraid of<br /> flying and ships make me claustrophobic and ill. So, I wish for<br /> a bridge to be built from here to Hawaii.""</p>
<p>The genie thought for a few minutes and said, ""No, I don't think<br /> I can do that. Just think of all the work involved with the<br /> pilings needed to hold up the highway and how deep they would<br /> have to be to reach the bottom of the ocean. Think of all the<br /> pavement that would be needed.</p>
<p>No, that is just too much to ask.""</p>
<p>The man thought for a minute and then told the genie, ""There is<br /> one other thing that I have always wanted. I would like to be<br /> able to understand women. What makes them laugh and cry, why are<br /> they temperamental, why are they so difficult to get along with?<br /> Basically, what makes them tick?""</p>
<p>The genie considered for a few minutes and said, ""So, do you<br /> want two lanes or four?</p>
"
5003,"<p>Q.How can you tell if another blonde's been using the computer?<br /> A. There's writing on the white-out.</p>
"
5004,"<p>Q: What's the difference between Bill Clinton and David Koresh?A: Some people still believe in David Koresh.</p>
"
5005,"<p>What do you call a white boy in a dumpster ?</p>
<p>A:white trash</p>
"
5006,"<p>Work hard and save your money and when you are old you will be able to buy the things only the young can enjoy.</p>
"
5007,"<p>Q:What do you call a guy with no legs in leaves?<br /> A:Russle!</p>
"
5008,"<p>The following ads acutally appeared in newspapers:</p>
<p>ILLITERATE ? Write today for free help. </p>
<p>AUTO REPAIR SERVICE. Free pick up and delivery. Try us once, you will never go anywhere again. </p>
<p>DOG FOR SALE Eats anything and is fond of children </p>
<p>STOCK UP AND SAVE. Limit: one. </p>
<p>SEMI ANNUAL AFTER XMAS SALE </p>
<p>DINNER SPECIAL. Turkey $3.25; Chicken or Beef $2.25; Children $2.00 </p>
<p>FOR SALE: Antique desk suitable for lady with thick legs and large drawers. </p>
<p>NOW IS YOUR CHANCE to have your ears pierced and get an extra pair to take home, too. </p>
<p>GREAT DAMES for sale. </p>
<p>TIRED OF CLEANING YOURSELF? Let me do it </p>
<p>FOR RENT: 6 room hated apartment </p>
<p>WANTED: Man to take care of cow that does not smoke or drink </p>
<p>OUR BIKINIS ARE EXCITING. They are simply the tops. </p>
<p>AND NOW, the superstore unequaled in size, unmatched in variety, unrivaled inconvenience. </p>
<p>WE WILL OIL your sewing machine and adjust tension in your home for $1</p>
"
5009,"<p>What does the Bermuda Triangle and sorority girls have in common? </p>
<p>They've both swallowed a lot of semen.</p>
"
5010,"<p>Three people living in a appartment, two  of the people are having sex. The girl is in the time of the month. The room mate is in the other room hearing the people having sex. After a little while he gose in the next room and ""what are you doing?"""" The other guy said """"eating pizza!""""</p>
<p>                                  By Mike Rose</p>
<p> ""</p>
"
5011,"<p>Did you hear that nursing homes are starting to give Viagra to the old men<br /> living there?<br /> It's to keep them from rolling out of bed.</p>
"
5012,"<p>Un alem�n, un japon�s y un espa�ol discuten para ver cual de sus correspondientes pa�ses est� m�s avanzado. El japon�s dice: </p>
<p>""En mi pa�s naci� un beb� sin brazos, pero cuando ya tuvo la edad, le implantaron dos, y ya ha ganado dos veces el campeonato de nataci�n.""</p>
<p>Salta el alem�n y dice: </p>
<p>""�Eso no es nada! en Alemania naci� un ni�o sin piernas. Cuando se hizo mayor, le implantaron dos piernas y ya es campe�n de 100 m. lisos.""</p>
<p>Entonces el espa�ol dice: </p>
<p>""Pues en Espa�a naci� un ni�o sin cabeza, pero le pusieron un mel�n como cabeza y un bigote, �y ahora ya es presidente!""</p>
"
5013,"<p>An American couple has five children. Their names are Rudy, Larry, Johnny,<br /> Adam, and ... Ding Kong Wong. They called their fifth child Ding Kong Wong<br /> because the survey said every 5 babies burned to this world, one of them is<br /> Chinese.</p>
"
5014,"<p>I'm as confused as a baby in a topless bar!</p>
"
5015,"<p>""The public education system in America is one of the most important<br /> foundations of our democracy. After all, it is where children from all over<br /> America learn to be responsible citizens, and learn to have the skills necessary<br /> to take advantage of our fantastic opportunistic society."" �George W. Bush, May<br /> 1, 2002</p>
"
5016,"<p>If you're always right, something's wrong.</p>
"
