ID,post_content
7000,"<p>Three cowboys of the world are sitting around camp talking about how tough they were and the tales kept getting bigger and bigger.The cowboy from Australia says, I wrestled a 200 pound crocodile and may it cry like a baby.The Cowboy from Brazil shakes his head and says, I killed a 400 pound steer with my bare hands.The Cowboy from Texas just smiled and kept stirring the campfire with his penis.</p>
"
7001,"<p>Your mama's so dirty, she has to wear turtleneck shirts to cover up her<br /> flea collar.</p>
"
7002,"<p>Two women from england moved to America. They decided that since it was a traditional American food they would try there first hot dog.They were talking about how mean it was to kill a helpless dog for food. So they went to a hot dog stand and bought the hot dogs. They found a park bench to sit on and eat there dogs. The first one opens hers and turns bright pink... </p>
<p>and says..... </p>
<p>""what part did you get?""</p>
"
7003,"<p>A fellow was siting at a bar drinking when a gorgeous blond came in and sat next to him. </p>
<p>After starting talking and a few drinks together, the fellow says to her: "" How about playing the Magician Game ?"" </p>
<p>""And what would that be ?"" </p>
<p>""We go to my place, have a few drinks, get into bed, have sex and then you......disappear"".</p>
"
7004,"<p>The girl asked her lover, ""Darling, if we get engaged will you give me a ring?""<br /> ""Sure, "" replied her lover ""What's your phone number?""</p>
"
7005,"<p>A man woke up in a hospital bed and called for his doctor. He asked, ""Give it to me straight. How long have I got?"" The physician replied that he doubted that the man would survive the night. The man then said, ""Call for my lawyer."" When the lawyer arrived, the man asked for his physician to stand on one side of the bed, while the lawyer stood on the other. The man then laid back and closed his eyes. When he remained silent for several minutes, the physician asked what he had in mind. The man replied ""Jesus died with a thief on either side. I just thought I'd check out the same way.""</p>
"
7006,"<p>What do you call an afghan virgin</p>
<p>Mever bin laid on</p>
"
7007,"<p>A doctor answers his phone and hears the familiar voice of a<br /> colleague on the other end of the line. </p>
<p>""We need a fourth for poker,"" said the friend. </p>
<p>""I'll be right over,"" whispered the doctor. </p>
<p>As he was putting on his coat, his wife asked, ""Is it serious?"" </p>
<p>""Oh yes, quite serious,"" said the doctor gravely. ""In fact,<br /> there are three doctors there already!""</p>
"
7008,"<p>There's this guy who's in the market for a used motorcycle. Always wanted a nice big hog. So he's shopping around, answering ads in the newspaper,and not having much luck. One day he comes across a beautiful classic harley with a ""for sale"" sign on it. Upon inspection, he is amazed to find the bike in mint condition. He inquires about it with the owner: ""This bike is beautiful!! I'll take it. But you gotta tell me how you keep it in such good shape.""<br /> ""Well,"" says the seller, ""it's pretty simple. Just make sure that if the bike is outside and it's going to rain, rub vaseline on the chrome. It protects it from the rain. In fact, since you're buying the bike I won't need my tube of vaseline anymore. Here, you can have it."" and he hands the buyer a tube of vaseline. </p>
<p>So the guy buys the bike and off he goes, a happy biker. He takes the bike over to show his girlfriend. She's ecstatic (being a harley fan). That night, he decides to ride the bike over to his girlfriend's parents house. See, it's the first time he's going to meet them and figures it will make a big impression. When the couple gets to the house, the girlfriend grabs her boyfriend's arm. </p>
<p>""Honey,"" she says,"" I gotta tell you something about my parents before we go in. When we eat dinner, we don't talk. In fact, the person who says anything during dinner has to do the dishes."" </p>
<p>""No problem,"" he says. And in they go. The boyfriend is astounded. Right smack in the middle of the living room is a huge stack of dirty dishes. In the family room, a huge stack of dishes. Piled up the stairs, dirty dishes. In fact, everywhere he looks, dirty dishes. </p>
<p>They sit down to dinner and, sure enough, no one says a word. As dinner progresses, the boyfriend decides to take advantage of the situation. So he reaches over, grabs his girlfriend, strips her naked, and they make it on the dinner table. Of course no one says a word. </p>
<p>""Her Mom's gotta good bod..."", he thinks. So he grabs his girlfriend's Mom and ravishes her right there on the dinner table. Again, no one says a word. Then, the boyfriend notices it starting to rain, he better take care of the motorcycle. He pulls the vaseline from his pocket. The father stands up and shouts: </p>
<p>""All right, I'll do the f@(#ing dishes!!""</p>
"
7009,"<p>Don't blame me! I voted Libertarian!</p>
"
7010,"<p>Q: Did you know that Clinton's cat can play Chess?<br /> A: Inside Information: The cat isn't really all that   good at Chess. The last<br /> time they played best of five, Clinton won three games to two.</p>
"
7011,"<p>Two guy walked into a bar, they were both gay. So John walked in and fucked hem both in the ass.</p>
"
7012,"<p>What's the difference between humor and odor? </p>
<p>Humor is a shift of wit.</p>
"
