ID,post_content
14000,"<p>Q: How do you stop a black kid from jumping on the bed?<br /> A: Put velcro on the ceiling.</p>
<p>Q: How do you get him down?<br /> A: Blind fold two mexican kids and tell them he's a pinata.</p>
"
14001,"<p>A Polak saw a priest walking down the street. Noticing his collar, he stopped him and said, ""Excuse me, but why are you wearing your shirt backwards?""</p>
<p>The priest laughed, ""Because, my son, I am a Father!""</p>
<p>The Polak scratched his head. ""But I am a father too, and I don't wear my shirt backwards!""</p>
<p>Again the priest laughed. ""But I am a Father of thousands!""</p>
<p>To which the Polak replied, ""Well then you should wear your shorts backwards!""</p>
"
14002,"<p>A keen country lad applied for a salesman's job at a city department store. In fact it was the biggest store in the world - you could get anything there.</p>
<p>The boss asked him, ""Have you ever been a salesman before?""</p>
<p>""Yes, I was a salesman in the country"" said the lad.</p>
<p>The boss liked the cut of him and said, ""You can start tomorrow and I'll come and see you when we close up.""</p>
<p>The day was long and arduous for the young man, but finally 5 o'clock came around. The boss duly fronted up and asked, ""How many sales did you make today?"".</p>
<p>""One,"" said the young salesman.</p>
<p>""Only one,"" blurted the boss, ""Most of my staff make 20 or 30 sales a day. How much was the sale worth?""</p>
<p>""Three hundred thousand dollars,"" said the young man.</p>
<p>""How did you manage that?"" asked the flabbergasted boss.</p>
<p>""Well,"" said the salesman, ""this man came in and I sold him a small fish hook, then a medium hook and finally a really large hook. Then I sold him a small fishing line, a medium one and a huge big one. I asked him where he was going fishing and he said down the coast. I said he would probably need a boat, so I took him down to the boat department and sold him that twenty foot schooner with the twin engines. Then he said his Volkswagen probably wouldn't be able to pull it, so I took him to the car department and sold him the new Deluxe Cruiser.""</p>
<p>The boss took two steps back and asked in astonishment, ""You sold all that to a guy who came in for a fish hook?""</p>
<p>""No,"" answered the salesman, ""He came in to buy a box of Tampons for his wife and I said to him, 'Your weekend's shot, you may as well go fishing.'""</p>
"
14003,"<p>What do you call a blonde who dyed her hair?</p>
<p>Artificial intellegence.</p>
"
14004,"<p>This fellow named Sam has been riding Harleys for 25 years and is finally sick of fixing 'em. </p>
<p>He quits his job and buys 50 acres of land in Vermont, as far from humanity as possible. He sees the postman once a week and gets groceries once a month. Otherwise, it's total peace and quiet. </p>
<p>After six months or so of almost total isolation, Sam is finishing dinner when someone knocks on his door. He opens it and there's a big, bearded Vermonter standing there. </p>
<p>""Name's Enoch...your neighbor from four miles over the ridge...havin' a party Saturday...thought you'd like to come."" </p>
<p>""Great,"" Sam says, ""after six months of this I'm ready to meet some local folks, thank you."" </p>
<p>As Enoch is leaving he stops. ""Gotta warn you there's gonna be some drinkin'.""</p>
<p>""Not a problem...after 25 years of Harley riding, I can do that with the best of them."" </p>
<p>Again, as he starts to leave, Enoch stops. ""More 'n' likely gonna be some fightin' too."" </p>
<p>""Damn!"" Sam thinks, ""tough crowd...sounds like the Redwood Run."" </p>
<p>""Well,"" he says, ""I get along with people. I'll be there, thanks again."" </p>
<p>Once again Enoch turns from the door. ""I've seen some wild sex at these parties too."" </p>
<p>""Now that is not a problem,"" says Sam, ""remember, I've been alone for six months. I'll definitely be there! By the way...what should I wear to the party?"" </p>
<p>Enoch stops in the door again and says, ""Whatever you want...it's just gonna be the two of us."" </p>
<p>Submitted by Calamjo<br /> Edited by Curtis</p>
"
14005,"<p>What is the difference between a picnic table and a black person?</p>
<p>A picnic table can support a family</p>
"
14006,"<p>Un tipo va a una bodega y le dice al bodeguero:</p>
<p>""Oye, dame un  rollo de papel higi�nico.""</p>
<p>El bodeguero le pregunta:</p>
<p>""�Lo quiere con doble hoja?""</p>
<p>Y el tipo le contesta:</p>
<p>""No, d�melo de una sola hoja, pues yo cuando me limpio el culo no guardo copia.""</p>
"
14007,"<p>Moe and Lenny are strolling home from Shul one Saturday morning. </p>
<p>Suddenly a cab speeds past, and their friend, Irving, is running frantically behind it, flailing his arms wildly. </p>
<p>""Well,"" said Lenny. ""I never imagined our good friend Irving was a Sabbath violator! Look at him running for that taxi."" </p>
<p>""Wait a minute,"" Moe replied. ""Didn't you read that book I lent you. 'The Other Side of the Story,' about the command to judge other people favorably? I'll bet we can think of hundreds of excuses for Irving's behavior."" </p>
<p>""Yeah, like what?"" </p>
<p>""Maybe he's sick and needs to go to the hospital."" </p>
<p>""Come on! He was running 60 miles an hour after that cab, he's healthier than Arnold Schwartzenweis."" </p>
<p>""Well, maybe his wife's having a baby."" </p>
<p>""She had one last week."" </p>
<p>""Well, maybe he needs to visit her in the hospital."" </p>
<p>""She's home."" </p>
<p>""Well, maybe he's running to the hospital to get a doctor."" </p>
<p>""He is a doctor."" </p>
<p>""Well, maybe he needs supplies from the hospital."" </p>
<p>""The hospital is a three minute walk in the opposite direction."" </p>
<p>""Well, maybe he forgot that it's Shabbos!"" </p>
<p>""Of course he knows it's Shabbos. Didn't you see his tie? It was his paisley beige l00% silk Giovani tie from Italy. He never wears it during the week."" </p>
<p>""Wow, you're really observant! I didn't even notice he was wearing a tie."" </p>
<p>""How could you not notice? Didn't you see how it was caught on the back fender of the taxi?"" </p>
<p>Submitted by Calamjo<br /> Edited by Curtis</p>
"
14008,"<p>A flea had oiled up his little flea legs and his little flea arms, had spread out his blanket, and was proceeding to soak up the Miami sun when who should stumble by on the beach but an old flea friend of his.""Oscar, what happened to you?"", asked the flea, because Oscar looked terrible, wrapped up in a blanket, his nose running, his eyes red, and his teeth chattering.""I got a ride down here in some guy's mustache and he came down here by motorcycle. I nearly froze my nuts off,"" wheezed Oscar.""Let me give you a tip, old pal,"" said the first flea, spreading some more suntan oil on his shoulders. ""You go to the stewardess lounge at the airport, see, and you get up on the toilet seat, and when an Air Florida stewardess comes in to take a leak, you hop on for a nice warm ride. Got it?""So you can imagine the flea's surprise when, a month or so later, while stretched out all warm and comfortable on the beach, who should he see but Oscar - looking more chilled and miserable than before.""Listen,"" said Oscar, ""I did everything you said. I made it to the stewardess lounge and waited till a really cute one came in, and made a perfect landing and got so warm and cozy that I dozed right off.""""And so?"" asked the first flea.""And so the next thing I know, I'm on this guy's mustache again!""</p>
"
14009,"<p>If at first you don't succeed, transform your dataset.</p>
"
