ID,post_content
16000,"<p>Una pareja ha ligado en un bar; van r�pidamente al apartamento de uno de ellos y enseguida empiezan a follar apasionadamente. En esto, el t�o se fija en que cada vez que entra, la chica dobla las puntas de los dedos de los pies y cuando la saca los vuelve a enderezar. Sin darle mayor importancia, �l sigue en lo suyo, pero al acabar le pregunta a la chica por qu� hac�a eso.</p>
<p>""Es que no me diste tiempo para quitarme los pantis"".</p>
"
16001,"<p>Two dyslexics were on the ski slope unsure of which way to ski down the<br /> hill.  They spot another man and go over to ask him.  ""When we go down<br /> the slope do we zig zog or do we zog zag??"" asked one of them.  ""Don't<br /> ask me"", said the man, ""I'm a tobogannist"".</p>
<p>  ""In that case then, I'll have 20 Cuban cigars and a box of matches please"".</p>
"
16002,"<p>Upon arriving home in eager anticipation of a leisurely evening, the husband<br /> was met at the door by his sobbing wife. Tearfully she explained, ""It's the<br /> pharmacist - he insulted me terribly this morning on the phone.""<br /> Immediately the husband drove downtown to accost the pharmacist and demand an<br /> apology. Before he could say more than a word or two, the pharmacist told him,<br /> ""Now, just a minute - listen to my side of it. This morning the alarm failed to<br /> go off, so I was late getting up. I went without breakfast and hurried out to<br /> the car, but I'll be darned if I didn't lock the house with both house and car<br /> keys inside. I had to break a window to get my keys. Driving a little too fast,<br /> I got a speeding ticket. Then, about three blocks from the store, I had a flat<br /> tire. When I finally got to the store, there was a bunch of people waiting for<br /> me to open up. I got the store opened and started waiting on these people, and<br /> all the time the darn phone was ringing its head off. Then I had to break a roll<br /> of nickels against the cash register drawer to make change and they spilled all<br /> over the floor. I got down on my hands and knees to pick up the nickels - the<br /> phone is still ringing - when I came up, I cracked my head on the open cash<br /> drawer, which made me stagger back against a showcase with a bunch of perfume<br /> bottles on it, and half of them hit the floor and broke. The phone is still<br /> ringing with no let up; I finally got back to answer it.<br /> It was your wife - she wanted to know how to use a rectal thermometer. Well,<br /> Mister, I TOLD HER!!!""</p>
"
16003,"<p>Colvard's Unconscionable Commentary:  This is especially true when dealing with someone you're attracted to.</p>
"
16004,"<p>This guy was walking to the bar and outside there was a sign saying, �Pay a dollar, make the donkey laugh and get a free beer.� </p>
<p>The guy does this and gets his free beer. </p>
<p>The next night the guy sees a different sign. </p>
<p>It reads, pay a dollar make the donkey cry and get a free beer. He does this and gets his free beer.</p>
<p>The barman then asks, "" How did you do it?"" </p>
<p>The guy answers, "" To make the donkey laugh I told him my dick was bigger then his and to make him cry I showed him""</p>
"
16005,"<p>2 Polish brothers arrive in America after a life time of poverty. With the little money they saved up they decided to open a business selling watermellons.<br /> With a Total of 1000.00 they decided to buy a used truck valued at 900.00. With the remaining hundred they buy 100 watermelons.<br /> Next day they decide to drive to their local city. They park the truck in front of a busy building and post a sign ""Fresh Watermelons  $1.00 each"""". They sell out in one hour.<br /> When they arrived home one of the brother's counts the money.""""Hey wait a minute we made no profit we have what we started with""""<br /> The other brother says""""I know what we did wrong""""<br /> """"What we do wrong"""" says the brother""""</p>
<p>""""We needed to buy a bigger truck""""</p>
<p> ""</p>
"
16006,"<p>Un famoso mariconazo, que tantas veces hab�a dado y tantas otras recibido, un buen d�a muere y llega en presencia de San Pedro.</p>
<p>El Santo le dice paternal: ""Querido hijo, para entrar al para�so deber�s respoder a mi pregunta, para la cual seguramente no est�s todav�a preparado; en tanto, toma �sta pastilla. Y le d� un comprimido blanco del tama�o de un botoncito, ""vuelve a la tierra y t�mala con un poco de agua, luego vuelve a m�"".</p>
<p>El mariconazo, estupefacto lleva a cabo la �rden y, despu�s de algunos minutos, comienza a sentir un gran malestar de panza; corre al ba�o, donde se libera en una terrible y maloliente diarrea por 10 minutos seguidos.</p>
<p>Terminada la cagada, se reencuentra, blanco y demacrado de frente a San Pedro, que lo mira con ojo cl�nico, y le dice: ""a�n no te encuentro listo"", y le d� una pastilla del tama�o de un cacahuate y le pide hacer lo mismo de la vez anterior.</p>
<p>�sta vez el efecto de la pastilla es mortal, el mariconazo caga diarrea ininterrumpidamente por 3 horas, y luego, extenuado, se encuentra delante del Santo. Despu�s de un atento examen, le dice ""todav�a no est�s listo"" y le da otra pastilla, ahora de la dimensi�n de una nuez. El efecto es terrible, espantoso, bestial... una megacagada de 12 horas con fisura de ano y hemorroides m�ltiples. </p>
<p>El maricon, ya convertido en una larva humana, vuelve delante del Santo hombre, que lo mira y aprueba con la cabeza: ""si, si, ahora seguramente est�s listo para mi pregunta: ""�hab�is entendido ya para qu� sirve el culo?""</p>
"
16007,"<p>A teacher was testing her class's ability to taste by giving them life savers. </p>
<p>First she gave them all red ones and their hands went up, ""cherry!"" </p>
<p>""Very good,"" said the teacher. </p>
<p>Next she gave them a white one and they thought about it and finally one kid said, ""peppermint?"" </p>
<p>""excellent,"" said the teacher. </p>
<p>Finally she gave them honey- flavored brown ones. They tasted the life saver, but could not name the flavor. </p>
<p>""I'll give you a clue. It's something that your mommy calls your daddy"" said the teacher. </p>
<p>Suddenly , Dirty Ernie shouted, ""Quick ,spit them out ! They're ass holes!""</p>
"
16008,"<p>Three little boys were sitting on the porch, when one little boy says, ""My Daddy smokes, and he can blow smoke rings.""</p>
<p>The second little boy pipes up, ""Well, my Dad smokes, too, and can blow smoke out of his ears.""</p>
<p>The third little boy, not to be outdone responds, ""My Dad can blow smoke out of his butt.""</p>
<p>""Really, have you seen it?"" ask the boys.</p>
<p>The third boy responds, ""No, but I've seen the tobacco stains on his underwear.""</p>
"
16009,"<p>Knock KnockWho's there?Aldo!Aldo who?Aldo anywhere with you!</p>
"
