ID,post_content
34000,"<p>:The World's 25 Shortest Books:25. 'Things I Wouldn't Do for Money' by Dennis Rodman24. 'The Difference Between Reality and Dilbert'23. 'The Book of Virtue' by Bill Clinton22. 'To All the Men I've Loved Before' by Ellen21. 'Strom Thurmond:  Intelligent Quotes'20. 'Human Rights Advances in China'19. 'My Plan to Find the Real Killers' by O.J. Simpson18. 'Al Gore:  The Wild Years'17. 'Amelia Earhart's Guide to the Pacific Ocean'16. 'America's Most Popular Lawyers'15. 'Career Opportunities for Art History Majors'14. 'Detroit - A Travel Guide'13. 'Beauty Tips' by Roseanne12. 'Dr. Kevorkian's Collection of Motivational Speeches'  (subtitled 'The Power of Positive Thinking')11. 'UNIX Made Easy'10. 'Ethiopian Tips on World Dominance and Fine Dining' 9. 'Everything Men Know About Women' 8. 'Everything Women Know About Men' 7. 'French Hospitality' 6. 'George Foreman's Big Book of Baby Names' 5. 'How to Sustain a Musical Career' by Art Garfunkel 4. '101 Spotted Owl Recipes' by the U.S. EPA 3. 'Dining in the Ring' by Mike Tyson 2. 'The Amish Phone Book' 1. 'The Engineer's Guide to Fashion'</p>
"
34001,"<p>John was a clerk in a small drugstore but he was not much of a salesman. He could never find the item the customer wanted.</p>
<p>Bob, the owner, had about enough and warned John that the next sale he missed would be his last.</p>
<p>Just then a man came in coughing and he ask John for their best cough syrup. Try as he might John could not find the cough syrup. Remembering Bob's warning he sold the man a box of Ex-Lax and told him to take it all at once.</p>
<p>The customer did as John said and then walked outside and leaned against a lamp post.</p>
<p>Bob had seen the whole thing and came over to ask John what had transpired.</p>
<p>""He wanted something for his cough but I couldn't find the cough syrup. I substituted Ex-Lax and told him to take it all at once"" John explained.</p>
<p>""Ex-Lax won't cure a cough!"" Bob shouted angrily.</p>
<p>""Sure it will"" John said, pointing at the man leaning on the lamp post.<br /> ""Just look at him. He's afraid to cough!""</p>
"
34002,"<p>One day a nursery school teacher says to the class, ""Who can </p>
<p>use the word DEFINITELY in a sentence? </p>
<p>A little girl jumps up and says... ""The sky is definitely </p>
<p>blue!"" The teacher </p>
<p>replies, ""Oh Sorry Amy, but the sky can </p>
<p>also be gray, or orange..."" </p>
<p>A little boy quickly says...""Trees are definitely green!"" </p>
<p>Teacher replies, </p>
<p>""Oh Sorry Michael, but in the autumn the </p>
<p>trees change color..."" </p>
<p>Little Johnny from the back of the class stands up and shouts, </p>
<p>""Does a fart have lumps?"" </p>
<p>The teacher looks horrified and says, ""Johnny! Of course </p>
<p>not!!!"" </p>
<p>""Then I have DEFINITELY shit my pants!""</p>
"
34003,"<p>Way back in the time of the samurai, there was a powerful<br /> emperor. This emperor needed a new head samurai. So, he sent out<br /> a message to everybody he knew for them to send a message to who<br /> they knew, and so forth.</p>
<p>A year passes, and only three people show up: a Japanese<br /> samurai, a Chinese samurai, and a Jewish samurai.</p>
<p>The emperor asks the Japanese samurai to come in and demonstrate<br /> why he should be head samurai. </p>
<p>The Japanese samurai opens up a matchbox, and out pops a little<br /> fly.</p>
<p>WHOOOOOSH. The fly drops dead on the ground in 2 pieces! The<br /> emperor says, ""That is very impressive!""</p>
<p>Then the emperor asks the Chinese samurai to come in and<br /> demonstrate why he should be head samurai. The Chinese samurai<br /> opens up a matchbox and out pops a little fly.</p>
<p>WHOOOOOOSH. WOOOOOOOSH. The fly drops dead on the ground in 4<br /> pieces! The emperor says, ""That is really impressive!""</p>
<p>Then the emperor asks the Jewish samurai to come in and<br /> demonstrate why he should be head samurai. The Jewish samurai<br /> thinks, ""If it works for the other two..."" So the Jewish samurai<br /> walks in, opens a matchbox,and out pops a little fly.</p>
<p>WHOOOOOOOOOOOOOOOOOOOOOSSSSHHHH. A gust of wind fills the room,<br /> but the fly is still buzzing around. </p>
<p>The emperor says in disappointment, ""Why is the fly not dead?""<br /> And the Jewish samurai replies, ""If you look closely, you'll see<br /> that the fly has been circumcised.""</p>
"
34004,"<p>She was an octo-lavo vegetarian. She had to wash the carrots eight times before she ate them.</p>
"
34005,"<p>Interchangeable parts won't.</p>
"
34006,"<p>Check out my joke page!</p>
"
34007,"<p>14&gt; His idea of bling bling is a huge belt buckle with a picture of Hank Williams Jr. on it.13&gt; Raises her hands way up in the air, and -- gross, what the hell is all that hair?12&gt; Thinks Ice-T is a drink, Saran is the best rap and Harvard is ""old school.""11&gt; Never fails to point out that unlike real M&amp;Ms, your Eminem has little or no color whatsoever.10&gt; ""Aaaaaaah! Don't they realize how bad that is for the album, let alone the record player?!?""9&gt; Oh, he samples all right -- but just the cocktail weenies at Price Club.8&gt; Thinks teens with crooked hats, falling-down pants, untied shoes, puffy coats on hot days and incomprehensible speech are special-ed kids.7&gt; The constant snickering is lost upon your boss, Mr. Moe Feauxshisel.6&gt; ""Why are all of these songs about dogs?""5&gt; Trying desperately to fit in, he keeps erroneously referring to the women at the office as ""hos"" when they're *clearly* bitches.4&gt; Sentences in his memos rarely contain more than five Zs.3&gt; Thinks ""bling bling"" is one of those pandas they want to mate at the zoo.2&gt; She's afraid she'll get fired for sexual harassment if she talks about her posse.1&gt; His constant discussions of Ol' Dirty Bastard all seem to be directed at his father.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; [&nbsp; The Top 5 List&nbsp;&nbsp; www.topfive.com&nbsp; ]&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; [&nbsp;&nbsp; Copyright 2004 by Chris White&nbsp;&nbsp;&nbsp; ]&nbsp;</p>
"
34008,"<p>Knock Knock!<br /> Who's There?<br /> Dwayne.<br /> Dwayne Who?<br /> Dwayne The Bathtub and I'm Dwowning!</p>
"
34009,"<p>Sally, a blonde, goes on her first camping trip. Her husband,who was a Scout Leader, was sick so she volunteered to take over for him one weekend. So, she got everyone together and assigned different duties to each scout. </p>
<p>Gabby was responsible for the food supplies, Mike would be the cook this trip, Johnnie was responsible for their maps and making up a time schedule, Tim was to decide on their events, and to fit them into Johnnie's schedule and Sally would test all their equipmen tbefore setting out. </p>
<p>They arrived at Big Moose Mountain and everyone was excited. They arrived right on schedule and were getting ready for their first event -hiking up the mountain. But first, they wanted to get something to eat. So Sally asked Mike if he would prepare the meal and, of course, Mike said he would.<br /> About 10 minutes later he came back and told Sally, ""I can' tmake the supper. I can't light a fire with the matches you brought."" </p>
<p>Sally replied, ""I can't understand that. Those matches should be perfectly fine. I tested them all just before we left.""</p>
"
