ID,post_content
39000,"<p>There were three guys talking in the pub. Two of them are talking about the amount of control they have over their wives, while the third remains quiet.</p>
<p>After a while one of the first two turns to the third and says, ""Well, what about you, what sort of control do you have over your wife?""</p>
<p>The third fellow says, ""I'll tell you. Just the other night my wife came to me on her hands and knees.""</p>
<p>The first two guys were amazed. ""Wow! What happened then?"" they asked.</p>
<p>The third man took a healthy swallow of his beer, sighed and uttered, ""She said, ""'Get out from under the bed and fight like a man.""</p>
"
39001,"<p>Q:  How many post-doctoral fellows does it take to change a lightbulb?A:  One, but it'll probably take three or four tries to get it right because he/she will probably give it to the technician to do.</p>
"
39002,"<p>Morris walks into Dr. Cohen's office and puts a note on the table in front of the Doctor. The note says, ""I can't talk, please help me!"" The doctor thinks for a while and says to Morris, ""Put your penis on the table here."" Morris thinks this is a bit weird, but Cohen is a specialist, so does as he says. The doctor takes a rubber mallet and hits Morris' penis with it as hard as he can. The man cries in great agony, ""AAAAAAAAAAAAAAAAAAAAA!"" Then the doctor says, ""Good, come again tomorrow and we'll learn B!""</p>
"
39003,"<p>REAL QUESTIONS ASKED IN SCIENCE CLASSESAre the rivers flowing up the mountain or down the mountain? Is that the ocean? (Asked while on a field trip to Marine Lab Beach on Guam (a small island in the Pacific).How can the river be flowing north? That's uphill! How can mass wasting be an agent of landscape formation on the Moon? The Moon has no gravity! How do I get water into this beaker?</p>
"
39004,"<p>Three kids on a playground in fifth grade are bored and want to<br /> play a new game:</p>
<p>Jew: Im bored.<br /> Italian: Lets play compare the penis.<br /> Redneck: What's that?<br /> I: We wip ours out and whoever has the biggest penis wins.<br /> J: Ok.<br /> R: Sure.</p>
<p>So the jew wips his out.<br /> I, R: Wow thats pretty big!<br /> J: Thanks</p>
<p>Then the italian boy wips his out/<br /> J: Well that's pretty big.<br /> R: Yea its bigger than yours.<br /> I: Ok its your turn red.</p>
<p>So now the redneck wips his out.<br /> I: WOA!! That's the biggest most girth penis I've ever seen!<br /> J: It must be because you're a redneck!</p>
<p>The redneck starts to cry and goes home. Later his mother asks<br /> what he did at school today.</p>
<p>Redneck mom: How was your day?<br /> R: I learned how to read and we played a new game called compare<br /> the penis.<br /> Redneck mom: Did you win<br /> R: Yea, mom they said its cause im a redneck is that true?<br /> Redneck mom: No, it's because you're 26 years old.</p>
"
39005,"<p>Q: Why cant Sadam have sex with his wife?<br /> A: Everytime he opened her legs he saw bush!</p>
"
39006,"<p>* Have you ever made it with the leader of the free world? </p>
<p>* Have you ever made it with a ""crooked"" politician? </p>
<p>* No, that's not a boomerang in my pocket. </p>
<p>* Do you want to be an intern and ""serve"" under me? </p>
<p>* Hillary might be the First Lady, but you certainly wont be the last. </p>
<p>* Come with me to the Oval Office, I have a ""position"" in mind for you. </p>
<p>* I enjoy puttin' ""Big Macs"" in my mouth...what about you? </p>
<p>* Are you from Baghdad?   Because you've got a great ""I-RACK."" </p>
<p>* Honey, you stimulate my economic package. </p>
<p>* MYYY...that's such a pretty blue dress.  That's wrinkle free material isn't<br /> it?</p>
"
39007,"<p>A young courting couple are out for a romantic walk along a<br /> country lane. They walk hand in hand and as they stroll his<br /> lustful desire rises to a peak. He is is just about to get<br /> frisky when she says, ""I hope you don't mind but I really do<br /> need to have a piss."" Slightly taken aback by this vulgarity he<br /> replies, ""OK why don't you go behind this hedge."" She nods in<br /> agreement and disappears behind the hedge. </p>
<p>As he waits he can hear the sound of nylon knickers rolling down<br /> her voluptuous legs and imagines what is being exposed. Unable<br /> to contain his animal thoughts a moment longer he reaches<br /> through a gap in the foliage, his hand touching her leg. He<br /> quickly brings his hand further up her thigh until suddenly and<br /> with great astonishment finds himself gripping a long, thick<br /> appendage hanging between her legs. He shouts in horror, ""My God<br /> Mary have you changed your sex?!"" ""No,"" she replies, ""I've<br /> changed my mind, I'm having a shit instead.""</p>
"
39008,"<p>A teenager comes home from school with a writing assignment.  He asks his<br /> father for help. ""Dad, can you tell me the difference between potential and<br /> reality?""<br /> His father looks up, thoughtfully, and then says, ""Let's make a<br /> demonstration out of this. Go ask your mother if she would sleep with Robert<br /> Redford for a million dollars.  Then go ask your sister if she would sleep with<br /> Brad Pitt for a million dollars. Then come back and tell me what you've<br /> learned.""<br /> The kid is puzzled, but he decides to see if he can figure out what<br /> his father means. He asks his mother,�Mom, if someone gave you a million<br /> dollars, would you sleep with Robert Redford?""  His mother looks around slyly,<br /> and then with a little smile on her face says, ""Don't tell your father, but,<br /> yes, I would.""<br /> Then he goes to his sister�s room and asks her, ""Sis, if someone gave you a<br /> million dollars, would you sleep with Brad Pitt?""  His sister looks up and says,<br /> ""Definitely!""<br /> The kid goes back to his father and says, ""Dad, I think I've<br /> figured it out.  Potentially, we are sitting on two million bucks, but in<br /> reality, we're living with a couple of whores.""</p>
"
39009,"<p>What can go up the chimney down, but can't go down the chimney up?</p>
<p>An umbrella.</p>
"
