ID,post_content
38000,"<p>REAL STORY:  A Cork Radio Station (in Ireland), 96 FM, was<br /> running a competition to find contestants who could come up with<br /> words that were not found in any English Dictionary, yet could<br /> still be used in a sentence that would make logical sense.  The<br /> prize was a trip to Bali for a week.</p>
<p>The DJ, Neil, had many callers; the following two standing out:</p>
<p>DJ:  96FM, what's your name<br /> Caller:  Hi, me name's Dave<br /> DJ:  Dave, what is your word<br /> Caller:  Goan.....spelt G-O-A-N, pronounced 'go-an'<br /> DJ:  We are just checking that (pause) and you are correct,<br /> Dave, 'goan' is certainly a word not found in the English<br /> Dictionary.  Now the next question, for a trip for two to Bali<br /> is:  What sentence can you use that word in that would make<br /> logical sense?<br /> Caller:  ""Goan fuck yourself""</p>
<p>At this point, the DJ cut the caller short and announced that<br /> there is no place for that sort of language on a family show.</p>
<p>After many more unsuccessful calls, the DJ took the following<br /> caller:</p>
<p>DJ:  96FM, what's your name<br /> Caller:  Hi, me name's Jeff<br /> DJ:  Jeff, what is your word<br /> Caller:  Smee.....spelt S-M-E-E, pronounced 'smee'<br /> DJ:  We are checking that (pause) and you are correct, Jeff.<br /> 'Smee' is certainly a word not found in the English Dictionary.<br /> Now the next question, for a trip for two to Bali, is:  What<br /> sentence can you use that word in that would make logical sense?<br /> Caller:  ""Smee again! Goan fuck yourself!""</p>
"
38001,"<p>Gorbachev called Clinton with an emergency: ""Our largest condom factory has exploded!"" the Russian President cried. ""My people's favorite form of birth control! This is a true disaster!"" </p>
<p>""Mikhael, the American people would be happy to do anything within their power to help you,"" replied the President. </p>
<p>""I do need your help,"" said Gorbachev. ""Could you possibly send 1,000,000 condoms ASAP to tide us over?"" </p>
<p>""Why certainly! I'll get right on it!"" said Clinton. </p>
<p>""Oh, and one more small favor, please?"" </p>
<p>""Yes?"" ""Could the condoms be red in color and at least 10"" long and 4"" in diameter?"" </p>
<p>""No problem,"" replied the President and, with that, Clinton hung up and called the President of Trojan. </p>
<p>""I need a favor, you've got to make 1,000,000 condoms right away and send them to Russia."" </p>
<p>""Consider it done,"" said the President of Trojan. </p>
<p>""Great! Now listen, they have to be red in color, 10"" long and 4"" wide."" </p>
<p>""Easily done. Anything else?"" </p>
<p>""Yeah,"" said the President, ""print 'MADE IN AMERICA, SIZE MEDIUM' on each one.""</p>
"
38002,"<p>what loses their head in the morning and gains one at night?</p>
<p>a pillow!! ha ha ha</p>
"
38003,"<p>The severity of the itch is proportional to inability to the reach it.Two wrongs are only the beginning.The sooner you fall behind, the more time you'll have to catch up.A clear conscience is usually the sign of a bad memory.A fool and his money are soon partying.</p>
"
38004,"<p>Q: What do you call two nuns and a blonde?</p>
<p>A: Two tight ends and a wide receiver.</p>
"
38005,"<p>twinkie condoms:hey wheres the cream filling?</p>
"
38006,"<p>A woman is out looking for a pet, and so she's trying the local pet shops. She<br /> walks into a small pet shop and explains her need to the attendant. He thinks<br /> for a moment and then says, ""I've got just the thing for you madam. I'll just<br /> get him.""</p>
<p>With that, he disappears into the back of the shop, and returns a few seconds<br /> later with a cute little puppy. ""This dog is a special dog,"" he tells her. ""It<br /> is able to fly,"" he explains, and with that throws the dog into the air. It<br /> immediately begins to float gracefully around the shop.</p>
<p>""There is one problem with him, however. Whenever you say 'my', he'll eat<br /> whatever you've mentioned. Watch. ""My apple!"" The lady watches in astonishment<br /> as the dog zooms over to the shop attendant and furiously devours an apple he<br /> has produced from his pocket.</p>
<p>""He's cute, and so unusual. I'll take him,"" she says, and a few minutes later<br /> she is on her way back home with dog to show her husband.</p>
<p>""Darling, look what a clever pet I bought today!"" she exclaims when she gets<br /> back home. ""He can fly!""</p>
<p>The husband peers at the dog, and then remarks, ""Fly eh? Ha! My foot!""</p>
"
38007,"<p>Un tipo y una chica se conocieron, se enamoraron a primera vista y se casaron al d�a siguiente sin haberse siquiera besado. Desp�es de la boda, �l despert� y le pregunt� a su nueva esposa, ""�Qu� hay para desayunar, querida?""</p>
<p>Ella respondi�, ""Tienes tu desayuno justo frente a ti.""</p>
<p>As� que �l le hizo el amor de inmediato y luego se fue a trabajar. De regreso, le pregunt� a su esposa, ""Querida, �qu� tienes para comer?""</p>
<p>Ella le respondi�, ""Tienes tu comida justo frente a ti."" Y el le hizo el amor otra vez.</p>
<p>El tipo regres� a su trabajo y en la tarde sent�a que se mor�a de hambre. Regres� a su casa de prisa y al abrir la puerta vio a su mujer subiendo a toda carrera las escaleras y desliz�ndose por el pasamanos, una y otra vez...</p>
<p>Finalmente le pregunt�, ""�Qu� demonios se supone que est�s haciendo?""</p>
<p>Y ella le respondi�, ""Estoy calent�ndote la cena, querido...""</p>
"
38008,"<p>Farmer Jake had a nagging wife who made his life miserable. The only real peace that he got was when he was out in the field plowing. One day when he was out in the field, Jake's wife brought his lunch to him. </p>
<p>Then she stayed while he quietly ate and berated him with a constant stream of nagging and complaining. Suddenly, Jake's old mule kicked up his back legs, striking the wife in the head, and killing her instantly. </p>
<p>At the wake, Jake's minister noticed that when the women offered sympathy to Jake he would nod his head up and down. But when the men came up and spoke quietly to him, he would shake his head from side to side. </p>
<p>When the wake was over and all the mourners had left, the minister approached Jake and asked, ""Why was it that you nodded your head up and down to all the women and shook your head from side to side to all the men?"" </p>
<p>""Well,"" Jake replied, ""The women all said how nice she looked, and her dress was so pretty, so I agreed by nodding my head up and down. The men all asked, ""Is that mule for sale!?""</p>
"
38009,"<p>A detective is mentoring a blonde rookie officer and decides to give her a challenge. So he gives her a mugshot of a suspect turned to one side and tells her to see if she can give details about the suspect just by looking at the picture. The blonde looks at the picture and immediately says, ""He wears contacts.""""<br /> Confused</p>
"
