ID,post_content
20000,"<p>Your mama is soo fat that when she jumped into the ocean the<br /> whales started singing ""We are family""</p>
"
20001,"<p>The local sheriff was looking for a deputy, so Gomer - who was not exactly the sharpest nail in the bucket - went in to try out for the job. 'Okay,' the sheriff drawled, 'Gomer, what is 1 and 1?' '11' he replied. The sheriff thought to himself, 'That's not what I meant, but he's right.' 'What two days of the week start with the letter 'T'?' 'Today and tomorrow.' He was again surprised that Gomer supplied a correct answer that he had never thought of himself. 'Now Gomer, listen carefully: Who killed Abraham Lincoln?' Gomer looked a little surprised himself, then thought really hard for a minute and finally admitted, 'I don't know.' 'Well, why don't you go home and work on that one for a while?' So, Gomer wandered over to the barbershop where his pals were waiting to hear the results of the interview. Gomer was exultant. 'It went great! First day on the job and I'm already working on a murder case!'</p>
"
20002,"<p>What's the difference between beer nuts and deer nuts? </p>
<p>Well, beer nuts are about a dollar fifty and deer nuts are under a buck.</p>
"
20003,"<p>A fellow walks into a bar very down on himself.    As he walks up to the bar the bartender asks,   ""what's the matter?""The fellow replies, ""well I've got these two   horses (sniff,sniff), and well... I can't tell   them apart.  I don't know if I'm mixing up riding   times or even feeding them the right foods.""     The bartender, feeling sorry for the guy, tries  to think of somthing he can do.""Why don't   you try shaving the tail of one of the horses?""    The man stops crying and says, ""that sounds like a good idea, I think I'll try   it.""   A few months later he comes back to the bar in worse condition than he was before.""What's the   matter now?"" the bartender asks.    The fellow, in no condition to be in public,   answers,  ""I shaved the tail of one of the   horses (sob, sob), but it grew back and I can't   tell them apart again!""      The bartender, now just wanting him to shut up   or leave says,  ""why don't you try   shaving the mane, maybe that will not grow   back.""   The fellow stops crying, has a few drinks, and leaves.    A few months later the fellow is back in the   bar.  The bartender has never seen anybody in   this sorry of a state. Without the bartender   even asking the fellow breaks into his problems.   ""I.. I shaved the (sob) mane of one of the   (sniff) horses, and... it... it... grew back!""The bartenter, now furious at the guy's general   stupidity,  yells, ""for crying out loud,  just   measure the stupid horses. Perhaps one is   slightly taller that the other one!""      The fellow can not believe what the bartender   has said and storms out of the bar.    The next day the fellow comes running back into   the bar as if he had just won the lottery.""It   worked, it worked!"" he exclaims.""I measured the   horses and the black one is two inches taller   than the white one!""</p>
"
20004,"<p>One day a guy walked into a pet shop and a guy walked up and<br /> said"" Would you like a animal that can talk and do all of your<br /> chores""<br /> the guy thought a moment and said ""Sure i would"" they walked<br /> around<br /> the corner and it was a centiepiede in a cage this is our best<br /> one we have sir ill take it the guy said then he left to go<br /> home when he got there he said to the centepiede to go get some<br /> milk the centipede walked<br /> directly outthe door the guy waited 30 mins. not back yet 45<br /> mins not<br /> back now an hour the guy got up walked to his door and opened it<br /> he looked down<br /> and saw him what are you doing the guy said then the centepiede<br /> said im going im going im<br /> tieing my shoes</p>
"
20005,"<p>It was Saturday morning as Jake, an avid hunter, woke up ready to go bag the first deer of the season. He walked down to the kitchen to get a cup of coffee, and to his surprise he found his wife, Alice, sitting there, fully dressed in camouflage. </p>
<p>Jake asked her, ""What are you up to?"" </p>
<p>Alice smiled. ""I'm going hunting with you!"" </p>
<p>Jake, though he had many reservations about this, reluctantly decided to take her along. Later they arrived at the hunting site. Jake set his wife safely up in the tree stand and told her, ""If you see a deer, take careful aim and I'll come running back as soon as I hear the shot."" </p>
<p>Jake walked away with a smile on his face knowing that Alice couldn't bag an elephant, much less a deer. Not 10 minutes passed when he was startled as he heard an array of gunshots. </p>
<p>Quickly, Jake ran back. As Jake got closer to her stand, he heard Alice screaming: ""Get away from my deer!"" </p>
<p>Confused, Jake raced faster towards his screaming wife. And again he heard her yell: ""Get away from my deer!"" followed by another volley of gunfire! </p>
<p>Now within sight of where he had left his wife, Jake was surprised to see a guy standing there with his hands high in the air. The guy, obviously distraught, said, ""Okay, lady, okay!!!! You can have your deer!!! Just let me get my saddle off it!""</p>
"
20006,"<p>I often get into trouble because I misplace things. </p>
<p>Like the last time I was in a bar, I got a black eye because I misplaced my hand on a girl's knee.</p>
"
20007,"<p>How does a blonde like her eggs?</p>
<p>Unfertilized.</p>
"
20008,"<p>1. Enter the stall. Shower for about 3 minutes, then scream really loudly, exclaiming, ""I didn't know I had one of THOSE!"" </p>
<p>2. Enter the stall, fully clothed. Do not undress and make sure your clothes get all wet and soapy. Complain when leaving the bathroom that your shirt tends to bleed. </p>
<p>3. Ask Scottie to beam you up. </p>
<p>4. Enter the stall, undress and then re-dress up as Superman. Leap out of the stall, vengefully vow to stop Lex Luther's evil plot, then run full force into the wall. Stand up, shake your head, and proceed to take your shower. </p>
<p>5. Bring a bottle of fake blood or ketchup into the shower with you. Exclaim ""Ow! You know, it really hurts when you pop one of those."" Then let the blood/ketchup seep down the drain for all to see. </p>
<p>6. Bring in a rubber chicken. Get it all soapy, then toss in into the next stall. Demand that the person in that stall return it to you, or you will cast a voodoo curse on them. The next day, hang the chicken from the bathroom lighting fixtures by a noose and stick numerous pins and forks in it. </p>
<p>7. Have a seizure. Bang against the walls of the stall really hard. Try to knock them down. If anyone later asks if you are okay, just say that you had some Mexican Jumping Fava Beans and they were reacting negatively with your stomach. </p>
<p>8. Stand in the bathroom, waiting for would-be shower-goers. When they come in, tell them ""not to do it"" and ask them ""not to give in to sin."" Wail mournfully when they step into the shower. </p>
<p>9. Initiate a war with the person in the stall next to you. Use the residual water on the floor as your battle medium, and float little battleships over to their side. If they kick them back or throw them over the edge, exclaim that you didn't know they had the power of God and sheepishly mumble prayers for the duration of your shower. </p>
<p>10. Bring in a fake finger. Float it down the drainage ""ditch."" Ask if someone would be so kind as to return it to you. If no one does, tell them that the finger has been sacrificed to Satan and that the shower stalls are now possessed. Hang Halloween decorations and crepe-paper ghosts from them the next day. </p>
<p>11. Bang your head against the stall wall, shouting ""Redrum! Redrum!"" in your best groggy voice. </p>
<p>12. Bring a Yoo-Hoo chocolate milk drink to the shower with you. Complain about a stomach ache, then moan ""Ohhhh, um, uh-oh,"" and squirt the Yoo-Hoo down the drain ""ditch"" for all to see. </p>
<p>13. Before you turn the shower on, make a noise like you are charging up a proton pack from Ghostbusters. Before you turn it off, ask Egon to set the trap up for you. </p>
<p>14. Bring a balloon into the shower. Make the balloon squeak for the duration of your bathing experience. Then pop it, and fall to the ground as if shot. </p>
<p>15. Bring dead fish into the shower with you. Let them float down the drainage ""ditch"", complaining angrily about the quality of water these days. </p>
<p>16. Hang up the names of different farm animals in the stalls. Have everyone entering the stalls join you in a rendition of ""Old McDonald Had A Farm,"" making the sound of the animal in their stall. </p>
<p>17. Turn the stall into a shrine for a pagan god. Call him Weeshy. Insist that anyone who uses that stall must tithe to receive his benevolence and glory. If they don't tithe, avoid them for the rest of your life. </p>
<p>18. Take your shower like normal, and then begin screaming that the Communists are taking over. Make battle sounds -- including bombs, bazookas, and tanks. Towards the end, wearily declare victory. Leave wounded. </p>
<p>19. Blow bubbles. Exclaim that you are dissolving. </p>
<p>20. Bring in a bucket, fill it with water, and float a bar of soap in it. Charge a fee for people to see the Wicked Witch of the West bathing nude. Threaten anyone who laughs at you with flying monkeys. </p>
<p>21. Start singing Pavarotti really loud. In the middle, stop, stutter for a second, and then exclaim ""Ohmigosh...do you know what these words REALLY mean?"" </p>
<p>22. Suck on the faucet head until you fill up with water. Complain that the Seven Chinese Brothers get no respect, OR pretend to be a fountain. </p>
<p>23. Wet your head, and then sneak into a toilet stall. Flush the bowl and wait a minute. Walk out of the stall lurching, complaining about how dizzy you are. </p>
<p>24. Buy a bunch of those tiny animal-pills that expand into full, spongy shapes when they get wet. Bring them into the shower and spill them into the ditch. Ask somebody for your pills back, and when they hand you little animals, scream, slap them, and run away. </p>
<p>25. Make your best Psycho noise (reeEENT reeEENT...). </p>
<p>26. Try to get everyone in the other stalls to sing in four-part harmony with you. If this actually works, change your voice part every three measures. </p>
<p>27. Become a shower-pirate. Loot other stalls of soap, Oxy pads, and Q-Tips. Bury them under the tile floor. Fire cannons at people using toilet balls. </p>
<p>28. Bring scuba gear into the shower with you. Talk to Cousteau. Upon leaving, tell everyone that the Titanic was actually torpedoed by the Germans. Be cocky. </p>
<p>29. Hum for a couple of moments, stop, make an ""Mmmm!"" sound, and then announce to everyone that the mildew on the shower walls kind of tastes like head cheese. </p>
<p>30. Coat the floor in a fine layer of quick-drying cement. </p>
<p>31. Hang ""Marisa Cevasco steals Homecoming Queen Crown"" signs in all the stalls. If anyone asks who Marisa Cevasco is, call them ignorant and ignore them for the rest of your life. </p>
<p>32. Bring in Sesame Street bath books. Read them aloud. Giggle every time Bert walks in on Ernie bathing. </p>
<p>33. Stare at people's feet as they bathe. If they do not wash their feet, tell them to. If this happens a second time, steal their shoes and tell them that they left on strike. If they DO wash their feet and fall down while doing it, laugh hysterically. </p>
<p>34. Stand outside the shower curtain, raise a harpoon, and shout ""I'm coming for you, Moby!"" Run in and do battle with the faucet-head. Walk out a peg leg. </p>
<p>35. Charge a toll for people wanting to use the shower. If they complain, light them on fire. THEN they'll pay</p>
"
20009,"<p>Q: Why do blondes wear green lipstick?<br /> A: Because red means stop.</p>
"
