ID,post_content
35000,"<p>Jesus, in a very worried state, convened all of his apostles and disciples to an emergency meeting because of the high drug consumption problem all over the earth.After giving it much thought they reached the conclusion that in order to better deal with the problem, that they should try the drugs themselves and then decide on the correct way to proceed. It was therefore decided that a commission made up of some of the members return to earth to get the different types of drugs.The secret operation is effected and two days later the commissioned disciples begin to return to heaven. Jesus, waiting at the door, lets in the first disciple:""Who is it?"" ""It's Paul"" Jesus opens the door.""What did you bring Paul?"" ""Hashish from Morocco"" ""Very well son, come in.""""Who is it?"" It's Mark"" Jesus opens the door.""What did you bring Mark?"" ""Marijuana from Colombia"" ""Very well son, come in.""""Who is it?"" ""It's Matthew"" Jesus opens the door.""What did you bring Matthew ?"" ""Cocaine from Bolivia"" ""Very well son, come in.""""Who is it?"" ""It's John"" Jesus opens the door.""What did you bring John ?"" ""Crack from New York"" ""Very well son, come in.""""Who is it?"" It's Luke"" Jesus opens the door.""What did you bring Luke ?"" ""Speed from Amsterdam"" ""Very well son, come in.""""Who is it?"" ""It's Judas"" Jesus opens the door.""What did you bring Judas ?"" ""The FBI, YOU SCUMBALLS! EVERYONE ASSUME THE POSITION AGAINST THE WALL!""</p>
"
35001,"<p>What do you call a smart blonde?</p>
<p>An indicator of a really bad hangover.</p>
"
35002,"<p>14&gt; ""Trust me. Even if you look like a bloated troll, chicks dig billionaires.""</p>
<p>13&gt; ""Don't be fooled by his naked antics -- Richard Hatch over in Marketing is up to no good.""</p>
<p>12&gt; ""Keep your hands off Carolyn, but George, well, that's another story.""</p>
<p>11&gt; ""Secret code phrase to utter if you ever notice my fly down during a board meeting: 'Sir, are you ready for your PowerPoint presentation?'""</p>
<p>10&gt; ""Lowe's has better prices on shellac than Home Depot.""</p>
<p>9&gt; ""Wait until the bankers leave the room before starting your victory macarena.""</p>
<p>8&gt; ""You're fired! Ha, ha, ha. No, really. You're fired, too!""</p>
<p>7&gt; ""Don't bother giving other drivers the finger when you get cut off. Have your chauffeur do it.""</p>
<p>6&gt; ""You're never too young for a comb-over.""</p>
<p>5&gt; ""Never, EVER schedule me for an interview with Barbara Walters. I am not now, nor do I ever intend to be, 'Mista Twump.'""</p>
<p>4&gt; ""Never blur the line between servility and civility.""</p>
<p>3&gt; ""Plant your corn early. Yeah, I never understood that one either when I was growing up.""</p>
<p>2&gt; ""After a long, *successful* day with the boss, only the *medicated* Chapstick will do.""</p>
<p>1&gt; ""If you think the selection process compromised your integrity, wait until you're actually WORKING for me.""</p>
<p>             [  The Top 5 List   www.topfive.com  ]<br />              [   Copyright 2004 by Chris White    ]</p>
"
35003,"<p>A manager in a big company needed to contact one of his employees about an<br /> urgent problem with one of the main computers. He dialed the employee's home<br /> phone number and was greeted with a child's whispered voice on the first ring,<br /> ""Hello?"" </p>
<p>""Is your Daddy home?"" the boss quickly asked. ""Yes"", whispered the small<br /> voice. May I talk with him?"" the man asked, feeling somewhat put-off by this<br /> delay. To the surprise of the boss, the small voice whispered, ""No."" </p>
<p>Wanting to talk with an adult, the boss asked, ""Is your Mommy there?"" ""Yes"",<br /> came the answer. ""May I talk with her?"" Again the small voice whispered, ""No."" </p>
<p>""Son, is there any one there besides you?"" the boss impatiently asked the<br /> child. ""Yes"", whispered the child, ""A policeman."" </p>
<p>Wondering what a cop would be doing at his employee's home, the boss asked,<br /> ""May I speak with the policeman?"" ""No, he's busy"", whispered the child. ""Busy<br /> doing what?"" asked the boss. ""Talking to Daddy and Mommy and the Fireman"", came<br /> the whispered answer. </p>
<p>Growing concerned and even worried as he heard what sounded like a helicopter<br /> through the ear piece on the phone the boss asked, ""What is that noise?"" ""A<br /> hello-copper."", answered the whispering voice. ""What is going on there?"" asked<br /> the boss, now alarmed. In an awed voice the child answered, ""The police just<br /> landed the hello-copper!"" </p>
<p>Alarmed, concerned and more than just a little frustrated the boss asked, ""Why<br /> are they there?"" </p>
<p>After a muffled giggle, the young voice replied in a very low whisper,<br /> ""They're looking for me!""</p>
"
35004,"<p>Knock Knock<br /> Who's there?<br /> Cash!<br /> Cash who?<br /> I knew you were nuts!</p>
<p>Knock Knock<br /> Who's there?<br /> Cass!<br /> Cass who?<br /> Cass more flies with honey than vinegar!</p>
<p>Knock Knock<br /> Who's there?<br /> Cassie!<br /> Cassie who?<br /> Cassie the forest for the trees!</p>
<p>Knock Knock<br /> Who's there?<br /> Castor!<br /> Castor who?<br /> Castorblanca!</p>
<p>Knock Knock<br /> Who's there?<br /> Castro!<br /> Castro who?<br /> Castro bread upon the waters!</p>
"
35005,"<p>Billy's Mom's LettersThe following appeared in a computer magazine in Mr. Dvorak's column:Dear Mr. Dvorak:Ann Landers wouldn't print this.  I have nowhere else to turn.  I have to get the word out. Warn other parents.  I must be rambling on. Let me try and explain.  It's about my son, Billy.  He's always been a good, normal ten year old boy.  Well, last spring we sat down after dinner to select a summer camp for Billy.  We sorted through the camp brochures.  There were the usual camps with swimming, canoeing, games, singing by the campfire -- you know. There were sports camps and specialty camps for weight reduction, music, military camps and camps that specialized in Tibetan knot tying.  I tried to talk him into Camp Winnepoopoo.  It's where he went last year. (He made an adorable picture out of painted pinto beans and macaroni).  Billy would have none of it. Billy pulled a brochure out of his pocket.  It was for a COMPUTER CAMP! We should have put our foot down right there, if only we had known.  He left three weeks ago.  I don't know what's happened.  He's changed.  I can't explain it. See for yourself. These are some of my little Billy's letters.Dear Mom,    The kids are dorky nerds.  The food stinks.  The computers are the only good part.  We're learning how to program.  Late at night is the best time to program, so they let us stay up.                  Love, Billy.Dear Mom,    Camp is O.K.  Last night we had pizza in the middle of the night.    We all get to choose what we want to drink.  I drink Classic Coke. By the way, can you make Szechuan food?  I'm getting used to it now. Gotta go, it's time for the flowchart class.                  Love, Billy.P.S. This is written on a wordprocessor. Pretty swell, huh? It's spellchecked too.Dear Mom,    Don't worry.  We do regular camp stuff. We told ghost stories by the glow of the green computer screens.  It was real neat.  I don't have much of a tan 'cause we don't go outside very often.  You can't see the computer screen in the sunlight anyway.  That wimp camp I went to last year fed us weird food too. Lay off, Mom. I'm okay, really.                   Love, Billy.Dear Mom,    I'm fine. I'm sleeping enough. I'm eating enough.  This is the best camp ever.  We scared the counselor with some phony worm code.  It was real funny.  He got mad and yelled.  Frederick says it's okay. Can you send more money? I spent mine on a pocket protector and a box of blankdiskettes. I've got to chip in on the phone bill.  Did you know that you can talk to people on a computer?  Give my regards to Dad.                   Love, Billy.Dear Mother,    Forget the money for the telephone.  We've got a way to not pay. Sorry I haven't written. I've been learning a lot. I'm real good at getting onto any computer in the country.  It's really easy! I got into the university's in less than fifteen minutes.  Frederick did it in five, he's going to show me how. Frederick is my bunk partner.  He's really smart.  He says that I shouldn't call myself Billy anymore.  So, I'm not.                   Signed, William.Dear Mother,    How nice of you to come up on Parents Day.  Why'd you get so upset?    I haven't gained that much weight.  The glasses aren't real. Everybody wears them. I was trying to fit in.  Believe me, the tape on them is cool.  I thought that you'd be proud of my program. After all, I've made some money on it.  A publisher is sending a check for $30,000.Anyway, I've paid for the next six weeks of camp.  I won't be home until late August.                   Regards, William.Mother,    Stop treating me like a child.  True -- physically I am only ten years old. It was silly of you to try to kidnap me.  Do not try again. Remember, I can make your life miserable (i.e. - the bank, credit bureau, and government computers). I am not kidding.  O.K.?  I won't write again and this is your only warning. The emotions of this interpersonal communication drain me.                   Sincerely, William.    See what I mean? It's been two weeks since I've heard from my little boy. What can I do, Mr.Dvorak?  I know that it's probably too late to save my little Billy.  But, if by printing these letters you can save JUST ONE CHILD from a life of programming, please,  I beg of you to doso. Thank you very much. Sally Gates, Concerned Parent</p>
"
35006,"<p>A new government 10 year survey cost $3,000,000,000 revealed that 3/4 of the people in America make up 75% of the population.</p>
"
35007,"<p>How do a man and women have sex?<br />  By entering in the strip joint or prostitution because they couldent get it from the mates.</p>
"
35008,"<p>Patient: Doctor, you've got to help me.  Every night I get the uncontrollable urge to go downstairs and stick my dick into the biscuit tin. Do you know what's wrong with me?</p>
<p>Doctor:  Yes... You're fucking crackers!</p>
"
35009,"<p>En un apartamento de un primer piso frente al parque Mirador Sur, llega el marido cuando su se�ora se encontraba en plenas funciones con su amante.</p>
<p>Un negro est� meando en un servicio publico cuando se acerca un blanco y se pone al lado a mear y sin poder evitarlo mira de reojo y le dice: ""Perd�neme, yo no soy maric�n ni nada de eso, pero siempre me he preguntado por que los hombres de color como usted teneis la polla tan grande.""</p>
<p>El negro le responde: ""Muy sencillo, los negros cuando hacemos el amor la metemos hasta el fondo y luego para atr�s muy despacito, despacito. Otra vez hasta el fondo y para atr�s muy despacito, despacito y as� hasta que acabas y eso es lo que hace que los negros tengamos la polla tan grande.""</p>
<p>El blanco era todo felicidad por la informacion recibida y decidi�, dando las gracias al negro, irse a casa para empezar sin demora alguna el estiramiento de su pene con la ayuda de su mujer.</p>
<p>Al llegar a casa encontr� a su mujer en la cocina haciendo la comida.</p>
<p>""Mar�a, deja eso y vamos al l�o.""</p>
<p>""Pero Pepe, que es casi la hora de regreso de los ni�os y no es momento para...""</p>
<p>No le dio tiempo a terminar, all� mismo la tendi� Pepe en el suelo y se la meti� hasta el fondo y para atr�s muy despacito, despacito. Otra vez hasta el fondo y para atr�s despacito, despacito.</p>
<p>Mar�a entre jadeos le dice:</p>
<p>""�Pepe, si pareces un negro follando...!""</p>
"
