ID,post_content
13000,"<p>CONGRESS.SYS corrupted. Re-boot Washington?(Y/N)[Y]</p>
"
13001,"<p>A young girl of 12 gets up in the middle of the night for a glass of water.<br /> Hearing muffled noises coming from her parents room, she quietly peeks her </p>
<p>head in. She's been very curious about sex, and thinks that that must be </p>
<p>what her parents are doing.... </p>
<p>She soundlessly returns to bed and resolves to ask her mother about it in </p>
<p>the morning. At breakfast she asks her mother, ""Mommy, what's sex?"" </p>
<p>""Sex happens when a man and woman get married,"" her mother replies. ""The </p>
<p>man puts his penis into the woman's vagina and they make a baby."" </p>
<p>The little girl thinks for a minute and says, ""Mommy, last night I saw you </p>
<p>with Daddy's penis in your mouth! What do you get when you do that?"" </p>
<p>Her mother smiles and says, ""Jewelry!""</p>
"
13002,"<p>Texans are living proof that Indians screwed buffaloes.</p>
"
13003,"<p>One afternoon, three close friends named Hercules, Sleeping Beauty and Don<br /> Juan, sat by the river contemplating their lives. </p>
<p>Bold and arrogant, Hercules exclaimed that he was surely the strongest person<br /> in the world. </p>
<p>""That may be true"", said Sleeping Beauty, ""But I am better because I am<br /> obviously the most beautiful person in the world."" </p>
<p>Don Juan laughed at both of them and said that without a doubt, he must be the<br /> greatest person alive simply because he had been with the most women. </p>
<p>After several hours of argument, they decided to consult a Guru for the truth. </p>
<p>First, Hercules went into Guru's cave. A few moments later he came out with<br /> a massive grin on his face. The Guru had said that he was, in fact, the<br /> strongest person in the world. He was very pleased. </p>
<p>Sleeping beauty came out of the cave with a lovely smile: ""It is true! I AM<br /> the most beautiful woman in the world!"" </p>
<p>Moments later a distraught Don Juan came stomping out of the cave: ""Who the<br /> hell is Bill Clinton!!???""</p>
"
13004,"<p>What's the difference between American pilots and Iraqi pilots?</p>
<p>American pilots break ground and fly into the wind.</p>
"
13005,"<p>Yo' mama so old, I told her to act her age and she died!</p>
"
13006,"<p>During USC's commencement, the President was giving his usual address to the graduating class. While he was giving his address, some people in the back began to chant, ""Graduate Bubba, graduate Bubba."" After a few minutes, the chant grew so loud that the President could no longer continue with his address. He says, ""Alright, I give up. Bubba, come on up here."" This really huge offensive lineman comes up on stage. The President asks, ""Are you Bubba?"" Bubba replies quietly, ""Yes sir.""<br /> ""How long have you been here at USC Bubba?"" </p>
<p>""Six years sir."" </p>
<p>""Six years and you still haven't graduated?"" </p>
<p>""No sir."" </p>
<p>""Alright Bubba, I'll tell you what. If you can answer one question correctly, I'll graduate you right here on the spot. Is that fair?"" </p>
<p>Bubba once again says in his quiet voice, ""Yes sir."" So the President then asks him, ""Ok Bubba, what's nine times nine?"" Bubba quickly gets to work, counting on his fingers and anything else he finds. After nearly five minutes of counting and recounting Bubba finally says, ""I got it."" The President then asks, ""So Bubba, what's nine times nine?"" ""Eighty-one,"" replies Bubba. The crowd, in a unanimous roar, begins to chant, ""GIVE BUBBA ANOTHER CHANCE, GIVE BUBBA ANOTHER CHANCE.""</p>
"
13007,"<p>There are three engineers in a car; an electrical engineer, a chemical engineer, and a Microsoft engineer. Suddenly the car just stops by the side of the road, and the three engineers look at each other wondering what could be wrong.</p>
<p>The electrical engineer suggests stripping down the electronics of the car and trying to trace where a fault might have occurred. The chemical engineer, not knowing much about cars suggests that maybe the fuel is becoming emulsified and getting blocked somewhere.</p>
<p>Then, the Microsoft engineer, not knowing much about anything, comes up with a suggestion. ""Why don't we close all the windows, get out, get back in, open the windows again, and maybe it'll work!?""</p>
"
13008,"<p>there once was a woman named diane gave a blow job to a man<br /> other than her husband.she was band from her town. so everyone<br /> would know what she had done they wrote bj all over her cloths<br /> and skin.</p>
<p>when she reached the next town she asked if she could live<br /> there. the mayer said yes, only because he might get a bj from<br /> her and he did. </p>
<p>the next a girl has 69 all over her body and goes to that same<br /> town hoping to be able to live their. the again says yes for<br /> only one reason.</p>
<p>the next day another girl with 3-way all over her body asks if<br /> she could live in the town. the mayor says yes and gets a 3-way.</p>
<p>the mayor gets so used to this that he tells all of his men that<br /> if someone with writing all over their body asks if the can live<br /> here tell them yes only if they will do what the writing on<br /> their body says to him.</p>
<p>two days later the mayor died for an unkown reason. every asked<br /> the<br /> mayors men what had happened. one of the mayors men says "" a man<br /> with bf over his body come and....</p>
"
13009,"<p>If you would lift me, you must be on higher ground.</p>
"
13010,"<p>Yo' Mama is so fat, she tried to fit into a pair of 'BVD's and by the time she got it on, it spelled 'BOULEVARD'. </p>
<p>Yo' Mama is so ugly, she went to the beauty parlor and it took her three hours just to get an estimate. </p>
<p>Yo' Mama is so old, she went to a museum and they tried to claim her as an exhibit. </p>
<p>Yo' Mama is so fat, she jumped in the air and got stuck. </p>
<p>Yo' Mama is so old, when God said 'let there be light', she was there to flick the switch. </p>
<p>Yo' Mama is so dumb, she threw a rock at the ground and missed, tripped over the wire of a cordless phone, and got hit by a parked car.</p>
"
13011,"<p>- That it didn't matter how late I scheduled my first class; I'd sleep right<br /> through it.<br /> - That I could change so much and barely realize it.<br /> - That college kids throw airplanes too.<br /> - That if you wear polyester everyone will ask you, ""Why are you so dressed<br /> up?""<br /> - That every clock on campus shows a different time.<br /> - That if you were smart in high school--so what?<br /> - That I would go to a party the night before a final.<br /> - That Chemistry labs require more time than all my classes put together.<br /> - That you can know everything and fail a test.<br /> - That you can know nothing and ace a test.<br /> - That I could get used to almost anything I found out about my roommate.<br /> - That MOST of my education would be obtained outside of my classes.<br /> - That I would be one of those people my parents warned me about.<br /> - That free food served until 10:00 is gone by 9:50.<br /> - That Sunday is a figment of the world's imagination.<br /> - That Psychology is really Biology, and that Biology is really Chemistry,<br /> - That Chemistry is really Physics, and Physics is really Math.</p>
"
13012,"<p>The elderly Italian man went to his parish priest and asked if the priest would hear his confession. ""Of course, my son,"" said the priest.<br /> ""Well, Father, at the beginning of World War Two, a beautiful woman knocked on my door and asked me to hide her from the Germans; I hid her in my attic, and they never found her."" </p>
<p>""That's a wonderful thing, my son, and nothing that you need to confess,"" said the priest. </p>
<p>""It's worse, Father; I was weak, and told her that she had to pay for rent of the attic with her sexual favors,"" continued the old man. </p>
<p>""Well, it was a very difficult time, and you took a large risk -you would have suffered terribly at their hands if the Germans had found you hiding her; I know that God, in his wisdom and mercy, will balance the good and the evil, and judge you kindly,"" said the priest. </p>
<p>""Thanks, Father,"" said the old man.; ""That's a load off of my mind. Can I ask another question?"" </p>
<p>""Of course, my son,"" said the priest. The old man asked, ""Do I need to tell her that the war is over?""</p>
"
13013,"<p>Q:  How many Aquarians does it take to change a lightbulb ? A:  Like, why don't you just get out of my face and stop asking me to do all your work for you ? I'm, like, really totally sick and tired of you asking me questions.</p>
"
13014,"<p>15. Pee Wee Herman: Duck into an adult movie theater... huh?... Oh, *heat*??... Nevermind.</p>
<p>14. Robert Downey, Jr. only breaks into houses with pools. </p>
<p>13. George Clooney: Crushed ice in the ol' bat-codpiece. </p>
<p>12. Marlon Brando: Lay on the beach until a crowd gathers to pull you back into the water. </p>
<p>11. Tim Allen and Kelsey Grammer: Vodka Frappuccinos. </p>
<p>10. O.J. Simpson: Enjoy the chilly stares and icy receptions. </p>
<p>9. Axl Rose: Four gallons of crank and a couple hookers usually does the trick. </p>
<p>8. Tori Spelling: Install intracranial fan to keep air circulating. </p>
<p>7. Enjoying a nice palm frond fan by otherwise unemployed Pam Dawber. </p>
<p>6. Menage a trois with Ice Cube and Ice T. </p>
<p>5. Michael Jackson has another layer of skin removed. </p>
<p>4. Playing Frisbee with Burt Reynolds' toupee in the shade of Dolly Parton. </p>
<p>3. Tom Cruise &amp; Nicole Kidman: Lighten that heavy purse at the nearest Scientology deposit box. </p>
<p>2. Frank Gifford: Find hotel near the sea. Remove pants. </p>
<p>1. Pamela Anderson Lee: Drain saline. Replace with Slurpees.</p>
"
13015,"<p>An Indian chief had three wives, each of whom was pregnant. The first gave birth to a boy. The chief was so elated he built her a teepee made of deer hide. A few days later, the second gave birth, also to a boy. The chief was very happy. He built her a teepee made of antelope hide. The third wife gave birth a few days later, but the chief kept the details a secret. He built this one a two story teepee, made out of a hippopotamus hide. The chief then challenged the tribe to guess what had occurred. Many tried, unsuccessfully. Finally, one young brave declared that the third wife had given birth to twin boys. ""Correct,"" said the chief. ""How did you figure it out?"" The warrior answered, ""It's elementary. The value of the squaw of the hippopotamus is equal to the sons of the squaws of the other two hides.""</p>
"
13016,"<p>Knock-Knock.<br /> Who's there?<br /> Gorilla.<br /> Gorilla who?<br /> Grill a cheese sandwhich for lunch today!</p>
"
13017,"<p>You might be a redneck if your ma has ever run out of the bathroom and said "" Ya'll come look at this 'fore I flush it.</p>
"
13018,"<p>IBM: Intolerant of Beards and Mustaches</p>
"
13019,"<p>One day Bobby and Joey were having a catch by the river. Bobby threw the ball and it went over Joey's head and down by the river. Joey said ""I'll go  get it."" After five minutes Joey did not return so Bobby went after him. Bobby found him hiding behind a large rock by the river. Bobby said, ""What  are you doing down here?"" Joey said ""Shhh! Look in the river."" Bobby looked  to find a young woman skinny-dipping in the river. They sat there watching  for about 15 seconds and Bobby ran away. Joey went after him and, after he  caught him, said ""What the hell are you doing! We were just watching a NAKED  woman swimming! Why did you run away?"" And Bobby said ""Well, my mom said that  if I look at a naked woman I will turn to stone and I felt something get  hard!""</p>
"
13020,"<p>Two women are hiking in the woods. After an hour or so, they come to a stream. Unable to cross, they decide to walk along the stream and look for a narrower place. Fortunately they come to a place where they can cross and proceed.Halfway across, one woman stops and says to the other, ""I've always wanted to be like the guys, and urinate in a stream."" The other woman looks around and says, ""well, I don't see anyone around, now's your chance!"" The first woman drops her hiking shorts and squats. As she begins to urinate, she looks down. ""Holly shit!"" she exclaims, ""I just pissed on a man in a canoe!"" Alarmed, the second woman hurries over, and peeks at the stream. ""Calm down,"" she says. ""That wasn't a canoe you pissed in, it was only your reflection.""</p>
"
