ID,post_content
11000,"<p>I heard that O.J. lost his Hertz Rental Car endorsement contract, but he has a new endorsement offer.</p>
<p>Taco Bell has hired him to ""Run for the Border.""</p>
"
11001,"<p>1. My legions of terror will have helmets with clear plexiglass<br /> visors, not face-concealing ones.</p>
<p>2. My ventilation ducts will be too small to crawl through. </p>
<p>3. My noble half-brother whose throne I usurped will be killed,<br /> not kept anonymously imprisoned in a forgotten cell of my<br /> dungeon. </p>
<p>4. Shooting is not too good for my enemies. </p>
<p>5. The artifact which is the source of my power will not be kept<br /> on the Mountain of Despair beyond the River of Fire guarded by<br /> the Dragons of Eternity. It will be in my safe-deposit box. </p>
<p>6. I will not gloat over my enemies' predicament before killing<br /> them. </p>
<p>7. When the rebel leader challenges me to fight one-on-one and<br /> asks, ""Or are you afraid without your armies to back you up?"",<br /> my reply will be, ""No, just sensible."" </p>
<p>8. When I've captured my adversary and he says, ""Look, before<br /> you kill me, will you at least tell me what this is all about?""<br /> I'll say, ""No"" and shoot him. </p>
<p>9. After I kidnap the beautiful princess, we will be married<br /> immediately in a quiet civil ceremony, not a lavish spectacle in<br /> three weeks' time during which the final phase of my plan will<br /> be carried out. </p>
<p>10. I will not include a self-destruct mechanism unless<br /> absolutely necessary. If it is necessary, it will not be a large<br /> red button labeled ""Danger: Do Not Push."" The big red button<br /> marked ""Do Not Push"" will instead trigger a spray of bullets on<br /> anyone stupid enough not to disregard it. Similarly, the ON/OFF<br /> switch will not clearly be labeled as such. There will be no<br /> Plug.</p>
"
11002,"<p>The FDA is considering additional warnings on beer and alcohol bottles, such as:WARNING:  consumption of alcohol may make you think you are whispering when you are not. WARNING:  consumption of alcohol is a major factor in dancing like an a-hole. WARNING:  consumption of alcohol may cause you to tell the same boring story over and over again until your friends want to SMASH YOUR HEAD IN. WARNING:  consumption of alcohol may cause you to thay shings like thish. WARNING:  consumption of alcohol may lead you to believe that ex-lovers are really dying for you to telephone them at 4 in the morning. WARNING:  consumption of alcohol may leave you wondering what the hell happened to your pants. WARNING:  consumption of alcohol may cause you to roll over in the morning and see something really scary (whose species and or name you can't remember). WARNING:  consumption of alcohol is the leading cause of inexplicable rug burns on the forehead. WARNING:  consumption of alcohol may create the illusion that you are tougher, handsomer and smarter than some really, really big guy named Chuck. WARNING:  consumption of alcohol may lead you to believe you are invisible. WARNING:  consumption of alcohol may lead you to think people are laughing WITH you. WARNING: Consumption of alcohol may cause an influx in the time-space continuem, whereby small (and sometimes large) gaps of time may seem to literally disappear"". WARNING: Consumption of alcohol may actually CAUSE pregnancy.</p>
"
11003,"<p>Q: How many Communists does it take to screw in a light bulb? A: One, but it takes him about 30 years to realize that the old one has burnt out.</p>
"
11004,"<p>what reindeer laughed at rudolf?</p>
<p>olive.........(say this out loud) ALL OF the other raindeer,<br /> used to laugh and call him names..........</p>
<p>one day, a blonde brunett and redhead all were in a elevator.<br /> they all noticed something white on the floor. well the redhead<br /> put her head down and said, ""i have no idea what it is."" then<br /> the redhead put her head down, and said, ""i think its cum.""<br /> After that remark, the blonde put her head down, tasted it, and<br /> said, "" well its no one in this building!""</p>
<p>a blonde, brunett and redhead were all about to get killed. The<br /> redhead was called up, and the killer asked if she had any final<br /> words. she said no, and the killer was about to shoot her, when<br /> she said TORNADO! so the man looked around panicly, and gave the<br /> redhead enough time to run away. then the brunett was called up,<br /> and the killer asked if she had any final words and she said no.<br /> So he said, ""ready, set -"" but the brunett interuped him by<br /> saying earthquake!! so the killer got down under a table, giving<br /> the girl enough time to run away. Finally the blonde was called<br /> over. the killer asked if she had any final words, but she said<br /> no. So the killer said, "" Ready, Set -"" and the blonde shouted<br /> FIRE!!!</p>
"
11005,"<p>Yard Work Sign Language</p>
<p>A couple is doing yard work and the wife goes to take a shower. Her husband is looking for a rake and can't find it. He yells up to his wife, 'Where's the rake?'</p>
<p>She replies by nodding her arms like she can't hear.</p>
<p>So he points to his eye (I), hits his knee (need), then makes raking motions.</p>
<p>She replies by pointing to her eye, grabbing her left breast, slapping her ass, then rubbing her crotch. He runs upstairs and says, 'What?!'</p>
<p>She says, 'I left tit behind the bush.'</p>
"
11006,"<p>Why doesn't Monica Lewinsky like frozen yogurt?</p>
<p>Because it doesn't go flying down her throat 30 miles an hour!</p>
"
11007,"<p>tis man walks in to a dinner and says can i use your bathroom the man says yes let me show you where thay are the man say ok and they to he back of the dinner and they come to the bathroom door so they walk in and the guy says would you like the singing toilet or the glass toilet and the man says I'll take the singing toiletso the guy walks in to the stall and comes back out and says man do you know how enoying that toilet is all it sings is DO YOU SEE WHAT I SEE!!</p>
"
11008,"<p>This space for rent.</p>
"
11009,"<p>This is very upsetting for you guys. Research scientists at Guinness suggested that men should take a look at their beer consumption after considering the results of a recent analysis, which had revealed the presence of female hormones in beer.</p>
<p>The theory is that drinking beer makes men turn into women. To test the finding, 100 men were fed eight pints of beer each. It was then observed that 100 percent of the men gained weight, talked excessively without making sense, became overly emotional, couldn't drive, failed to think rationally, argued over nothing and refused to apologize when wrong.</p>
<p>No further testing is planned.</p>
"
